PUNTO 3,,,,,MOTOR,,EMBARCACION,,HIELERA,,SISTEMAS,
Ejercicio,Estado,Municipio,Localidad,INEGI,Registradas,Apoyadas,Registradas,Apoyadas,Registradas,Apoyadas,Registradas,Apoyadas
2014,Aguascalientes,Aguascalientes,Aguascalientes,10010001,1,0,1,0,0,0,0,0
2014,Baja California,Ensenada,Bahía de los Ángeles,20015025,3,1,1,0,0,0,0,0
2014,Baja California,Ensenada,Camalú,20010046,6,5,1,0,1,0,0,0
2014,Baja California,Ensenada,Cataviña,20010060,2,0,0,0,0,0,1,1
2014,Baja California,Ensenada,Coronel Esteban Cantú,20011001,2,0,1,0,0,0,2,0
2014,Baja California,Ensenada,Cuatro Milpas,20010184,1,1,1,0,0,0,0,0
2014,Baja California,Ensenada,Ejido Nacionalista de Sánchez Taboada,20011309,1,1,1,0,1,0,0,0
2014,Baja California,Ensenada,Ejido Rodolfo Sánchez Taboada,20010155,0,0,1,0,0,0,0,0
2014,Baja California,Ensenada,Ejido Rubén Jaramillo,20010195,1,0,0,0,3,0,0,0
2014,Baja California,Ensenada,Ejido Villa Jesús María,20010200,2,1,2,0,0,0,0,0
2014,Baja California,Ensenada,El Rosario,20010842,2,0,0,0,3,0,3,0
2014,Baja California,Ensenada,El Rosario de Arriba,20012465,0,0,0,0,1,0,1,0
2014,Baja California,Ensenada,El Sauzal,20010198,5,2,1,0,0,0,0,0
2014,Baja California,Ensenada,Ensenada,20010247,33,14,27,4,5,2,4,0
2014,Baja California,Ensenada,Fraccionamiento Loma Bonita,20010001,1,0,0,0,0,0,0,0
2014,Baja California,Ensenada,Guayaquil,20013632,1,0,0,0,0,0,1,1
2014,Baja California,Ensenada,La Misión,20010117,2,1,2,0,0,0,0,0
2014,Baja California,Ensenada,Localidad sin Nombre,20010151,1,0,0,0,0,0,0,0
2014,Baja California,Ensenada,Localidad sin Nombre,20014602,1,0,0,0,0,0,0,0
2014,Baja California,Ensenada,Molino Viejo,20014261,0,0,1,1,0,0,0,0
2014,Baja California,Ensenada,Río Escondido,20010152,1,0,0,0,0,0,0,0
2014,Baja California,Ensenada,Rodolfo Sánchez T. (Maneadero),20014670,0,0,1,0,0,0,0,0
