GUÍA DEL USUARIO: SE ANEXAN DATOS DE AVISOS DE ARRIBO DE ESPECIES PESQUERAS CAPTURADAS EN MÉXICO DEL AÑO 2014. LAS ENTIDADES FEDERATIVAS SE ORDENAN ALFABETICAMENTE. |||||||||||||||
ENTIDAD FEDERATIVA|CLAVE SITIO DE DESEMBARQUE|NOMBRE SITIO DE DESEMBARQUE|LUGAR DE CAPTURA|CLAVE LUGAR DE CAPTURA|CLAVE OFICINA|OFICINA|MES|AÑO|NOMBRE PRINCIPAL|CLAVE ESPECIE|NOMBRE ESPECIE|PESO DESEMBARCADO|PESO VIVO|VALOR|LITORAL
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|FEBRERO|2014|TIBURON|6461628H|ANGELITO DESV. FCO.|99|108.9|1683|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|FEBRERO|2014|PULPO|7281421H|PULPO ENT. FCO.|583|583|20405|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|FEBRERO|2014|OTRAS|7501422H|LAPON ENT. FCO.|61|61|488|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|FEBRERO|2014|LISA|4101416H|LISA DE AGUA DULCE ENT. FCA.|3000|3000|24000|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MAYO|2014|CALAMAR|1671627H|CALAMAR DESV. FCO.|9850|10835|295500|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|202|EL ROSARIO|NOVIEMBRE|2014|ALGAS|0151423H|ALGA ENT. FCA.|7000|7000|70000|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|PULPO|7281629H|PULPO DESV. FCO.|130|143|3900|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|RAYA Y SIMILARES|4631628H|PEZ GUITARRA DESV. FCO.|56|61.6|672|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|RAYA Y SIMILARES|4640223H|MANTA ALETA DE FCA.|486|972|5832|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|TIBURON|6460927H|ANGELITO DESV. Y DESC. FCO.|197|246.25|3349|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|PULPO|7281629H|PULPO DESV. FCO.|61|67.099999999999994|2745|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|CAZON|8341422H|CAZON ENT. FCO.|170|170|2890|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|1251628H|BACOCO DESV. FCO.|165|181.5|1485|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|1271428H|BURRITO ENT. FCO.|268|268|2680|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|CABRILLA|1391622H|CABRILLA DESV. FCA.|650|715|17550|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|CORVINA|2681625H|CORVINA DESV. FCA.|24|26.4|312|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|3671427H|VIEJA ENT. FCA.|123|123|1476|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|OTRAS|1331628H|RAYADILLO DESV. FCO.|50|55|400|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|BAQUETA|1421627H|BAQUETA DESV. FCA.|360|396|19800|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|LENGUADO|3981628H|LENGUADO DESV. FCO.|460|506|18400|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|RAYA Y SIMILARES|4750923H|MANTARRAYA DESC. Y DESV. FCA.|20|25|200|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|OTRAS|7501422H|LAPON ENT. FCO.|10|10|100|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|TIBURON|8580920H|TIBURON ANGELITO DESV. Y DESC. FCO.|10|12.5|150|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|15|18.75|225|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ENERO|2014|CABRILLA|1391424H|CABRILLA ENT. FCA.|216|216|1296|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ENERO|2014|JUREL|3481421H|JUREL ENT. FCO.|1020|1020|15300|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ENERO|2014|LENGUADO|3981628H|LENGUADO DESV. FCO.|133|146.30000000000001|2261|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ENERO|2014|RAYA Y SIMILARES|4631628H|PEZ GUITARRA DESV. FCO.|36|39.6|324|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ENERO|2014|RAYA Y SIMILARES|4640223H|MANTA ALETA DE FCA.|189|378|1701|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ENERO|2014|PULPO|7281629H|PULPO DESV. FCO.|290|319|7250|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ENERO|2014|CAZON|8341620H|CAZON DESV. FCO.|373|410.3|5595|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|DICIEMBRE|2014|PULPO|7281421H|PULPO ENT. FCO.|120|120|3600|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|PULPO|7281629H|PULPO DESV. FCO.|1200|1320|36000|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MAYO|2014|CALAMAR|1671627H|CALAMAR DESV. FCO.|11246|12370.6|33738|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MAYO|2014|CALAMAR|1671627H|CALAMAR DESV. FCO.|20781|22859.1|83124|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|CABRILLA|1391622H|CABRILLA DESV. FCA.|252|277.2|4536|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|1521426H|EXTRANJERO ENT. FCO.|1892|1892|18920|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|2551620H|COCHI DESV. FCO.|67|73.7|670|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|JUREL|3481421H|JUREL ENT. FCO.|790|790|7900|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|3671427H|VIEJA ENT. FCA.|43|43|430|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|LISA|4101424H|LISA ENT. FCA.|607|607|4856|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|RAYA Y SIMILARES|4640223H|MANTA ALETA DE FCA.|376|752|3760|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|TIBURON|6461628H|ANGELITO DESV. FCO.|161|177.1|2415|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|TIBURON|6461628H|ANGELITO DESV. FCO.|153|168.3|2295|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|FEBRERO|2014|CALAMAR|1681428H|CALAMAR GIGANTE ENT. FCO.|130|130|1170|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MARZO|2014|RAYA Y SIMILARES|4751426H|MANTARRAYA ENT. FCA.|100|100|10000|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MAYO|2014|CALAMAR|1671627H|CALAMAR DESV. FCO.|931|1024.0999999999999|3724|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MAYO|2014|CALAMAR|1671627H|CALAMAR DESV. FCO.|4410|4851|17640|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MAYO|2014|CALAMAR|1681623H|CALAMAR GIGANTE DESV. FCO.|8000|8800|32000|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JULIO|2014|JUREL|3481421H|JUREL ENT. FCO.|175|175|1750|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JULIO|2014|LISA|4101416H|LISA DE AGUA DULCE ENT. FCA.|1040|1040|8320|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JULIO|2014|MOJARRA|5141411H|MOJARRA DE AGUA DULCE ENT. FCA.|13|13|130|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JULIO|2014|PULPO|7281629H|PULPO DESV. FCO.|814|895.4|20350|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JULIO|2014|SIERRA|8131427H|SIERRA ENT. FCA.|75|75|750|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JULIO|2014|TIBURON|8481624H|SARDINERO DESV. FCO.|48|52.8|864|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JULIO|2014|CABRILLA|1391424H|CABRILLA ENT. FCA.|40|40|240|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JULIO|2014|OTRAS|1521426H|EXTRANJERO ENT. FCO.|57|57|570|PACIFICO
BAJA CALIFORNIA|201130|EL BARRIL|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|AGOSTO|2014|PULPO|7281421H|PULPO ENT. FCO.|390|390|13650|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|1521426H|EXTRANJERO ENT. FCO.|3615|3615|21690|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|JUREL|3481629H|JUREL DESV. FCO.|56|61.6|336|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|3671427H|VIEJA ENT. FCA.|75|75|450|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|RAYA Y SIMILARES|4641627H|MANTA DESV. FCA.|91|100.1|546|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|6291413H|PESCADO BLANCO DE AGUA DULCE ENT. FCO.|214|214|1284|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|TIBURON|6460927H|ANGELITO DESV. Y DESC. FCO.|175|218.75|1400|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|CABRILLA|1391622H|CABRILLA DESV. FCA.|230|253|3450|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|BAQUETA|1421429H|BAQUETA ENT. FCA.|100|100|2000|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|OTRAS|1521426H|EXTRANJERO ENT. FCO.|400|400|3600|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|OCTUBRE|2014|JUREL|3481421H|JUREL ENT. FCO.|1100|1100|8800|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|CABRILLA|1391424H|CABRILLA ENT. FCA.|1711|1711|17110|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|OTRAS|2551620H|COCHI DESV. FCO.|202|222.2|2020|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|CORVINA|2681427H|CORVINA ENT. FCA.|127|127|1270|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|SIERRA|8131427H|SIERRA ENT. FCA.|898|898|8980|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|LENGUADO|3981420H|LENGUADO ENT. FCO.|21|21|357|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|JUREL|3481421H|JUREL ENT. FCO.|35|35|350|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|CAZON|8341620H|CAZON DESV. FCO.|117|128.69999999999999|1755|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|TIBURON|6461420H|ANGELITO ENT. FCO.|210|210|3150|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|RAYA Y SIMILARES|4640223H|MANTA ALETA DE FCA.|117|234|1170|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|LISA|4101424H|LISA ENT. FCA.|582|582|4656|PACIFICO
BAJA CALIFORNIA|201130|EL BARRIL|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MARZO|2014|LENGUADO|3981628H|LENGUADO DESV. FCO.|1149|1263.9000000000001|45960|PACIFICO
BAJA CALIFORNIA|201130|EL BARRIL|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|MARZO|2014|PULPO|7281629H|PULPO DESV. FCO.|828|910.8|26496|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|LISA|4101424H|LISA ENT. FCA.|154|154|1232|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|OTRAS|1271428H|BURRITO ENT. FCO.|1874|1874|14992|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|CABRILLA|1391424H|CABRILLA ENT. FCA.|153|153|1530|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|CABRILLA|1391622H|CABRILLA DESV. FCA.|173|190.3|1038|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|OTRAS|2551422H|COCHI ENT. FCO.|305|305|3050|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|TIBURON|8481426H|SARDINERO ENT. FCO.|51|51|918|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|CORVINA|2681427H|CORVINA ENT. FCA.|150|150|1500|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|CAZON|8341620H|CAZON DESV. FCO.|39|42.9|585|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|RAYA Y SIMILARES|4640223H|MANTA ALETA DE FCA.|208|416|2080|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|NOVIEMBRE|2014|RAYA Y SIMILARES|4631628H|PEZ GUITARRA DESV. FCO.|18|19.8|180|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ENERO|2014|PULPO|7281421H|PULPO ENT. FCO.|220|220|6600|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|FEBRERO|2014|RAYA Y SIMILARES|4751426H|MANTARRAYA ENT. FCA.|70|70|7000|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|CAZON|8341620H|CAZON DESV. FCO.|189|207.9|2835|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|OTRAS|1271428H|BURRITO ENT. FCO.|193|193|1158|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|CABRILLA|1391622H|CABRILLA DESV. FCA.|567|623.70000000000005|3402|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|OTRAS|1521426H|EXTRANJERO ENT. FCO.|253|253|2530|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|CORVINA|2681427H|CORVINA ENT. FCA.|233|233|2330|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|LENGUADO|3981628H|LENGUADO DESV. FCO.|604|664.4|10872|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|LISA|4101416H|LISA DE AGUA DULCE ENT. FCA.|897|897|7176|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|RAYA Y SIMILARES|4631628H|PEZ GUITARRA DESV. FCO.|24|26.4|216|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|RAYA Y SIMILARES|4640223H|MANTA ALETA DE FCA.|261|522|2610|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|MOJARRA|5141411H|MOJARRA DE AGUA DULCE ENT. FCA.|157|157|1413|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|ABRIL|2014|PULPO|7281629H|PULPO DESV. FCO.|861|947.1|21525|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|CABRILLA|1391622H|CABRILLA DESV. FCA.|797|876.7|4782|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|CORVINA|2681625H|CORVINA DESV. FCA.|13|14.3|130|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|JUREL|3481421H|JUREL ENT. FCO.|53|53|795|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|LENGUADO|3981628H|LENGUADO DESV. FCO.|23|25.3|391|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|LISA|4101416H|LISA DE AGUA DULCE ENT. FCA.|853|853|6824|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|MOJARRA|5141411H|MOJARRA DE AGUA DULCE ENT. FCA.|150|150|1500|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|PARGO|5781422H|PARGO ENT. FCO.|13|13|195|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|PULPO|7281629H|PULPO DESV. FCO.|1296|1425.6|32400|PACIFICO
BAJA CALIFORNIA|201000|BAHIA DE LOS ANGELES|BAHIA DE LOS ANGELES|201000|201|BAHIA DE LOS ANGELES|JUNIO|2014|CALAMAR|1671429H|CALAMAR ENT. FCO.|13801|13801|41403|PACIFICO
