GUÍA DEL USUARIO: SE ANEXAN DATOS DE AVISOS DE ARRIBO DE ESPECIES PESQUERAS CAPTURADAS EN MÉXICO DEL AÑO 2014. LAS ENTIDADES FEDERATIVAS SE ORDENAN ALFABETICAMENTE. |||||||||||||||
ENTIDAD FEDERATIVA|CLAVE SITIO DE DESEMBARQUE|NOMBRE SITIO DE DESEMBARQUE|LUGAR DE CAPTURA|CLAVE LUGAR DE CAPTURA|CLAVE OFICINA|OFICINA|MES|AÑO|NOMBRE PRINCIPAL|CLAVE ESPECIE|NOMBRE ESPECIE|PESO DESEMBARCADO|PESO VIVO|VALOR|LITORAL
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|4000|5000|120000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|1500|1875|60000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8590929H|ZORRO  DESV. Y DESC. FCO.|500|625|17500|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|9500927H|PEZ PERRO DESC. Y DESV. FCO.|200|250|8000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|150|0|7500|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|1000|1000|50000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|200|200|7000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|ATUN|0571422H|ATUN ALETA AMARILLA ENT. FCO.|20|20|1100|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|1250|1562.5|62500|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|24100|30125|409700|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|8511420H|TIBURON COLUDO ENT. FCO.|82|82|1394|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|92|115|1564|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|494|0|24700|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|OTRAS|4781423H|MARLIN ENT. FCO.|60|60|1080|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|OTRAS|3031424H|DORADO ENT. FCO.|101|101|1818|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|JUREL|3481421H|JUREL ENT. FCO.|64|64|1152|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8590929H|ZORRO  DESV. Y DESC. FCO.|297|371.25|5346|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|150|0|7500|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|OTRAS|3031424H|DORADO ENT. FCO.|282|282|5640|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|4000|5000|72000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|3500|4375|63000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8390924H|CORNUDA DESV. Y DESC. FCA.|164|205|2952|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8590929H|ZORRO  DESV. Y DESC. FCO.|69|86.25|1242|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8900920H|TIBURON ALETA BLANCA DESV. Y DESC.|45|56.25|810|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|3893|3893|85646|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|8990921H|TIBURON ESPINOZO DESV. Y DESC. FCO.|72|90|1296|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|11448|14310|194616|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|11323|14153.75|203814|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|326|0|13040|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|2000|2500|110000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|3031424H|DORADO ENT. FCO.|206|206|9270|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|850|850|42500|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|4781423H|MARLIN ENT. FCO.|40|40|2000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|5000|6250|150000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|1330|1662.5|53200|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|9500927H|PEZ PERRO DESC. Y DESV. FCO.|100|125|4000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8590929H|ZORRO  DESV. Y DESC. FCO.|500|625|20000|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|90|0|4500|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|3258|4072.5|52128|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8590929H|ZORRO  DESV. Y DESC. FCO.|81|101.25|1377|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|90|0|4500|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8620924H|TIBURON SEDOSO DESV. Y DESC. FCO.|1675|2093.75|28475|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|311|388.75|5287|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8390924H|CORNUDA DESV. Y DESC. FCA.|972|1215|15552|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|265|265|3180|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|15732|19665|267444|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|8896|11120|160128|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|8511420H|TIBURON COLUDO ENT. FCO.|1414|1414|26866|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|8990921H|TIBURON ESPINOZO DESV. Y DESC. FCO.|78|97.5|1404|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|448|0|8064|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|1326|1326|29172|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|MAYO|2014|ATUN|0571422H|ATUN ALETA AMARILLA ENT. FCO.|160655|160655|1927860|PACIFICO
BAJA CALIFORNIA|02B|ENSENADA|ALTAMAR|9999000|203|ENSENADA|MAYO|2014|BARRILETE|0601427H|BARRILETE ENT. FCO.|37958|37958|379580|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|NOVIEMBRE|2014|CAMARON|1770825H|CAMARON AZUL DESC. FCO.|1200|1920|216000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|NOVIEMBRE|2014|CAMARON|1810829H|CAMARON CAFE DESC. FCO.|350|560|63000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|CAMARON|1810829H|CAMARON CAFE DESC. FCO.|600|960|108000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|BERRUGATA|9061425H|CHANO ENT. FCO.|1800|1800|18000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|CORVINA|2681427H|CORVINA ENT. FCA.|200|200|2000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|CAMARON|1770825H|CAMARON AZUL DESC. FCO.|1300|2080|234000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|CAMARON|1770825H|CAMARON AZUL DESC. FCO.|1700|2720|306000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|CAMARON|1810829H|CAMARON CAFE DESC. FCO.|250|400|45000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|BERRUGATA|9061425H|CHANO ENT. FCO.|2000|2000|20000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|RAYA Y SIMILARES|4631628H|PEZ GUITARRA DESV. FCO.|200|220|4000|PACIFICO
BAJA CALIFORNIA|02D|SAN FELIPE|ALTAMAR|9999000|207|SAN FELIPE|DICIEMBRE|2014|RAYA Y SIMILARES|4641627H|MANTA DESV. FCA.|200|220|4000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|1000|1100|10000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|9361623H|TIBURON MAKO DESV. FCO.|300|330|3600|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8511420H|TIBURON COLUDO ENT. FCO.|300|300|3000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|62|0|1550|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|400|400|4800|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|OTRAS|7161425H|PEZ ESPADA ENT. FCO.|120|120|3000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|5000|5500|50000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|9361623H|TIBURON MAKO DESV. FCO.|1500|1650|18000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|148|0|3700|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|OTRAS|7161425H|PEZ ESPADA ENT. FCO.|700|700|16100|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|6200|7750|62000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|4600|5750|55200|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|550|550|6600|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|165|0|4125|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|210|0|5250|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|280|350|4760|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|4200|5250|42000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|1200|1500|14400|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8380926H|TIBURON MARTILLO DESV. Y DESC. FCO.|700|875|7700|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|5000|5500|65000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|TIBURON|9361623H|TIBURON MAKO DESV. FCO.|2000|2200|26000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|TIBURON|8391625H|CORNUDA DESV. FCA.|200|220|2800|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|TIBURON|8591620H|ZORRO  DESV. FCO.|500|550|6500|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|172|0|4300|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|OTRAS|7161425H|PEZ ESPADA ENT. FCO.|500|500|12500|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|120|120|1680|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|7100|7810|71000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|9361623H|TIBURON MAKO DESV. FCO.|210|231|2520|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|114|0|2964|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|370|462.5|6290|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|1500|1500|18000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|1000|1250|12000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|6800|8500|68000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|8511420H|TIBURON COLUDO ENT. FCO.|2000|2000|24000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|125|0|3125|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|60|75|1020|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|MARZO|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|400|400|4800|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|AGOSTO|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|6500|8125|65000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|AGOSTO|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|2800|3500|33600|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|AGOSTO|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|142|0|3550|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|AGOSTO|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|560|700|9520|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|3200|3520|32000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|9361623H|TIBURON MAKO DESV. FCO.|3100|3410|34100|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8591422H|ZORRO ENT. FCO.|1100|1100|12100|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|210|0|5250|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|OCTUBRE|2014|OTRAS|7161425H|PEZ ESPADA ENT. FCO.|400|400|9200|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|3100|3410|37200|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|89|0|2225|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|NOVIEMBRE|2014|OTRAS|7161425H|PEZ ESPADA ENT. FCO.|300|300|7500|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|4000|4400|40000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|9361623H|TIBURON MAKO DESV. FCO.|3500|3850|42000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|DICIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|190|0|4370|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ENERO|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|11500|12650|115000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ENERO|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|140|140|1680|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ENERO|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|985|1231.25|16745|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ENERO|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|192|0|4992|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|6000|6600|60000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|93|0|2325|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|FEBRERO|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|550|687.5|9350|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|8511420H|TIBURON COLUDO ENT. FCO.|160|160|1920|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|153|0|3825|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|OTRAS|7160922H|PEZ ESPADA DESV. DESC. FCO.|120|150|2040|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|8810921H|TIBURON AZUL DESV. Y DESC. FCO.|4200|5250|42000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|ABRIL|2014|TIBURON|9360927H|TIBURON MAKO DESV. Y DESC. FCO.|2820|3525|33840|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8811622H|TIBURON AZUL DESV. FCO.|5000|5500|60000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|9361623H|TIBURON MAKO DESV. FCO.|1500|1650|16500|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8381626H|TIBURON MARTILLO DESV. FCO.|500|550|5000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8591620H|ZORRO  DESV. FCO.|400|440|4000|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|TIBURON|8320228S|TIBURON ALETA SECA DE|180|0|4500|PACIFICO
BAJA CALIFORNIA|02A|EL SAUZAL|ALTAMAR|9999000|203|ENSENADA|SEPTIEMBRE|2014|OTRAS|9991423H|OTRAS ESPECIES ENT. FCA.|600|600|6600|PACIFICO
