AÑO,ESTADO,MUNICIPIO,LOCALIDAD,RNP_TITULAR,RAZÓN SOCIAL,ZONA_OPERACION,RNP_EMBARCACION,EMBARCACIÓN,MATRÍCULA,PESQUERÍA,PERMISO,FECHA_INICIO,FECHA_TERMINO
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508016140,"ATUNES, S.A. DE C.V.","AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO, ESPECIFICAMENTE EN LA ZONA DELIMITADA AL NORTE POR LA FRONTERA CON USA Y HACIA EL SUR POR UNA LINEA IMAGINARIA QUE PASARIA POR LOS PUNTOS DEFINIDOSPOR LAS SIGUIENTES COORDENADAS 28° 36' 51.87"" L.N. 115° 30' 00"" L.W. (SOBRE LA COSTA DE BAJA CALIFORNIA) Y POR 28° 45' 00.00"" L.N. 117° 00' 00.00"" L.W. (MAR ADENTRO).",44404,SAN ANDRES,2503209432-3,PELAGICOS MENORES,125080793086,2012-11-20,2014-11-19
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508016140,"ATUNES, S.A. DE C.V.","AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO, ESPECIFICAMENTE EN LA ZONA DELIMITADA AL NORTE POR LA FRONTERA CON USA Y HACIA EL SUR POR UNA LINEA IMAGINARIA QUE PASARIA POR LOS PUNTOS DEFINIDOS POR LAS SIGUIENTES COORDENADAS 28° 36' 51.87"" L.N. 115° 30' 00"" L.W. (SOBRE LA COSTA DE BAJA CALIFORNIA) Y POR 28° 45' 00.00"" L.N. 117° 00' 00.00"" L.W. (MAR ADENTRO).",919,SAN GABRIEL,2503167833-6,PELAGICOS MENORES,125080793085,2012-11-20,2014-11-19
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009905,"PESCA Y COMERCIALIZADORA DEL PACIFICO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,34975,CANCUN,2503193923-8,ESCAMA MARINA,102030993030,2012-11-13,2014-11-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009368,"PESQUERA DOÑA EVA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,56036,DOÑA EVA,2503025323-1,CALAMAR,12508016787,2012-11-13,2016-11-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006778,"PESQUERA JUSAJELI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,43901,PEZ DE ACERO VIII,2503205723-4,CALAMAR GIGANTE,125080167126,2012-11-13,2014-11-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006778,"PESQUERA JUSAJELI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,18135,PEZ DE ACERO X,2503043423-0,CALAMAR GIGANTE,125080167125,2012-11-13,2014-11-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006778,"PESQUERA JUSAJELI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55681,DON AGUSTIN VI,2503154623-5,CALAMAR GIGANTE,125080167128,2012-11-13,2014-11-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006778,"PESQUERA JUSAJELI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55103,DON AGUSTIN IV,2503000823-3,CALAMAR GIGANTE,125080167127,2012-11-13,2014-11-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006778,"PESQUERA JUSAJELI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,55368,EL CHICUY,2503042223-6,TIBURON,12511483252,2012-11-13,2015-04-30
2012,SINALOA,MAZATLÁN,MAZATLAN,2508010457,"PESQUERA SANDRA KORINA, S.A DE C.V.                                   ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,15602,SANDRA KORINA III,2503030723-5,TIBURON,126070832013,2012-11-13,2015-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005648,"PESQUERIA 15 DE SEPTIEMBRE, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,20818,DOÑA DELFINA M VII,2503138723-5,CAMARON DE ALTAMAR,10601010134,2012-11-13,2016-11-12
2012,SINALOA,ELOTA,EJIDO CELESTINO GASCA,2501000124,S.C.P.P. OSTIONEROS UNIDOS DE SINALOA S. R. L.,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,39081,PESCA Y CONGELADOS I,2503004323-6,CALAMAR GIGANTE,125080167124,2012-11-13,2014-11-12
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203000278,"S.C.P.P. PESCADORES NACIONALES DE ABULÓN, S.C. DE R.L",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,46391,SAN AGUSTIN,0201208223-6,TIBURON,1020308320208,2012-11-13,2016-04-30
2012,SONORA,GUAYMAS,GUAYMAS,2604610010,"SARDINEROS LA PITAHAYOSA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA.,26989,SELECTA II,2602055523-5,PELAGICOS MENORES,CP-020/2012,2012-11-13,2032-11-12
2012,SONORA,GUAYMAS,GUAYMAS,2604610010,"SARDINEROS LA PITAHAYOSA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA.,57018,SELECTA,2602445523-7,PELAGICOS MENORES,CP-022/2012,2012-11-13,2032-11-12
2012,SONORA,GUAYMAS,GUAYMAS,2604610010,"SARDINEROS LA PITAHAYOSA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA.,44396,SELECTA III,2602432423-3,PELAGICOS MENORES,CP-021/2012,2012-11-13,2032-11-12
2012,SONORA,GUAYMAS,GUAYMAS,2604007704,"SELECTA DE GUAYMAS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA.,851,PROPEMEX PP-2S,2602028523-4,PELAGICOS MENORES,CP-292/2000,2012-11-13,2020-07-31
2012,SONORA,GUAYMAS,GUAYMAS,2604007704,"SELECTA DE GUAYMAS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA.,59014,SELECTA V,2602475423-3,PELAGICOS MENORES,CP-009/2012,2012-11-13,2032-11-12
2012,SONORA,GUAYMAS,GUAYMAS,2604007704,"SELECTA DE GUAYMAS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA.,16568,SARDINA IX,2602028623-9,PELAGICOS MENORES,CP-293/2000,2012-11-13,2020-07-31
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808006619,CONCEPCION GUTIERREZ YERBES,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE.,37689,FIPESCO 96,28043484233,CAMARON DE ALTAMAR,20402011427,2012-10-31,2016-10-30
2012,YUCATAN,PROGRESO,PROGRESO,2306000494,JUAN SELEM BERRON,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE.,76448,FRESHCO ROCK,3101454723-5,ESCAMA MARINA,227011993564,2012-10-31,2014-10-30
2012,YUCATAN,PROGRESO,PROGRESO,2306000494,JUAN SELEM BERRON,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,77719,FRESHCO JAZZ,3101454923-2,ESCAMA MARINA,231054993582,2012-10-31,2014-10-30
2012,YUCATAN,PROGRESO,PROGRESO,2306000494,JUAN SELEM BERRON,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE.,76455,FRESHCO RUMBA,3101454823-3,ESCAMA MARINA,231086993579,2012-10-31,2014-10-30
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203005814,"MAR DE LA CORINA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,37234,CORINA DEL MAR,0201119933-8,PEZ ESPADA,10203071630,2012-10-31,2016-10-30
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,2508011026,PESCA AZUL S.A. DE C.V.,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,21550,PUNTA ABREOJOS IV,0201247120-6,PEZ ESPADA,10203071643,2012-10-31,2014-10-30
2012,SINALOA,MAZATLÁN,MAZATLAN,2508006828,"PESQUERA LENA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55392,DON BENJAMIN,2503102823-4,PEZ ESPADA,10203071653,2012-10-31,2016-10-30
2012,SONORA,GUAYMAS,H. GUAYMAS,2604009809,"PESQUERA MAUCER, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO A LO LARGO DE LAS COSTAS DE LA PENINSULA DE BAJA CALIFORNIA.,43653,ZUKI M.,2602023923-4,CALAMAR GIGANTE,12604716791,2012-10-31,2014-10-30
2012,SINALOA,MAZATLÁN,,2508008014,PESQUERA SAN CRISTOBAL S.A. DE C.V.,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,15909,ALEJANDRO T.J.,2503030423-6,CAMARON DE ALTAMAR,12508010568,2012-10-29,2014-10-28
2012,BAJA CALIFORNIA,ENSENADA,EL SAUZAL ,203015375,"OCEANICA SAN MIGUEL, S.A. DE C.V.","AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO, EXCEPTO AL NORTE DEL PARALELO DE LOS 31° LATITUD NORTE DENTRO DEL GOLFO DE CALIFORNIA.",56051,SANTA PAOLA,0201240520-2,ESCAMA MARINA,1020309930386,2012-10-26,2014-10-25
2012,BAJA CALIFORNIA,ENSENADA,EL SAUZAL ,203015375,"OCEANICA SAN MIGUEL, S.A. DE C.V.","AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO, ADYACENTES A LA COSTA OCCIDENTAL DE LA PENINSULA DE BAJA CALIFORNIA",56051,SANTA PAOLA,0201240520-2,CALAMAR GIGANTE,102030167048,2012-10-26,2014-10-25
2012,SONORA,GUAYMAS,GUAYMAS,2604007704,"SELECTA DE GUAYMAS, S.A. DE C.V.","DE ACUERDO A LO SEÑALADO EN EL ART. 2° FRACC. III, 8° FRACC. III Y XII DE LA LGPAS, ASÍ COMO EN LO ESTABLECIDO POR LA CARTA NACIONAL PESQUERA PUBLICADA EN EL D.O.F. EL 02/12/2010, EL ÁREA DE OPERACIÓN SE CIRCUNSCRIBE A LAS AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA, ASÍ MISMO SE ATENDRÁ A LO QUE SEÑALE EL PLAN DE MANEJO PUBLICADO POR EL INAPESCA.",59014,SELECTA V,2602475423-3,PELAGICOS MENORES,12604779001,2012-10-24,2016-10-23
2012,SONORA,GUAYMAS,GUAYMAS,2604008082,ENEDINA GASTELUM COTA                                                 ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,23390,PESCADORA,2602013223-6,CALAMAR GIGANTE,126047168150,2012-10-23,2016-10-22
2012,SONORA,HERMOSILLO,HERMOSILLO,2508011463,"IN'VEST INTELLIGENCE, S.A. DE C.V.","DE ACUERDO CON LO SEÑALADO EN EL ART. 2°  FRACC. III. 6° FRACC. III Y XII DE LA LGPAS, ASÍ COMO EN LO ESTABLECIDO POR LA CARTA NACIONAL PESQUERA PUBLICADA EN EL D.O.F. EL 02/12/2010, EL ÁREA DE OPERACIÓN SE CIRCUNSCRIBE A LAS AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA, ASÍ MISMO SE ATENDRÁ A LO QUE SEÑALE EL PLAN DE MANEJO PUBLICADO POR EL INAPESCA.",885,SAN MIGUEL,2503167933-6,PELAGICOS MENORES,10203079003,2012-10-23,2016-10-22
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006240,JOSE LERMA CASTILLO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55434,ANGELILLO,2503022423-6,CALAMAR GIGANTE,125080167121,2012-10-23,2014-10-22
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508016082,JOSE RAUL RAMOS MORENO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,40956,OJO DE ORUZ,25031084235,TIBURON,12508083227,2012-10-23,2015-04-30
2012,SONORA,HUATABAMPO,,2609001850,MANUEL APODACA URIAS,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA.,27276,HALCON DE LOS MARES,2602250723-3,CAMARON DE ALTAMAR,12604014048,2012-10-23,2016-10-22
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,15727,DON ANTONIO PEREZ IX,2503049823-8,CALAMAR GIGANTE,125080167122,2012-10-23,2014-10-22
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,15800,DON ANTONIO PEREZ XIV,2503074923-1,CALAMAR GIGANTE,125080167123,2012-10-23,2014-10-22
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508007941,"PESQUERA BRICEMAR, S.A. DE C.V.",AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO,55343,DON GUME,25030226223-3,CALAMAR,12508016767,2012-10-23,2014-10-22
2012,BAJA CALIFORNIA,ENSENADA,,203011598,"ORGANIZACIÓN PESQUERA INTERNACIONAL, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,47498,KUNIMATSU NO. 3,0201245925-7,TIBURON,1020308320227,2012-10-22,2015-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,50518,DON ANTONIO PEREZ X,2503182023-4,CALAMAR GIGANTE,125080167120,2012-10-18,2014-10-17
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808005553,"PRODUCTOS PESQUEROS DE TAMPICO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,28803,DOÑA LOLA,2804030423-2,CAMARON DE ALTAMAR,22808011878,2012-10-18,2016-10-17
2012,SINALOA,MAZATLÁN,MAZATLAN,2508006786,"PESQUERA BAHIA DE MATANCHEN, SA DE CV",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,37093,REDES II,1202456523-8,CAMARON DE ALTAMAR,10705010258,2012-10-16,2016-10-15
2012,CAMPECHE,CARMEN,CD. DEL CARMEN,402006662,JUANA DEL CARMEN BEREA FLORES,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE.,6577,GILDA I,0401043623-1,CAMARON DE ALTAMAR,20402011522,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005523,"PESCA GAGUI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,54742,MEMILLO IV,250305123-8,CALAMAR GIGANTE,125080167118,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005523,"PESCA GAGUI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,43877,MEMILLO XII,2503164223-9,CALAMAR GIGANTE,125080167115,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005523,"PESCA GAGUI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,55137,MEMILLO VI,2503022323-8,CALAMAR GIGANTE,125080167116,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005523,"PESCA GAGUI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,16816,MEMILLO VII,2503110223-5,CALAMAR GIGANTE,125080167112,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005523,"PESCA GAGUI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,37101,MEMILLO XVI,2503072320-5,CALAMAR GIGANTE,125080167113,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508013790,"PESCA LOMAS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,40436,MEMILLO X,2503149923-9,CALAMAR GIGANTE,125080167119,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006836,"PESCA MAGUI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,16667,MEMILLO I,125080167117,CALAMAR GIGANTE,125080167117,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006836,"PESCA MAGUI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,16741,MEMILLO II,2503057323-3,CALAMAR GIGANTE,125080167114,2012-10-09,2014-10-08
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,15800,DON ANTONIO PEREZ XIV,250307492}3-1,CAMARON DE ALTAMAR,12508010582,2012-10-09,2016-10-08
2012,SINALOA,MAZATLÁN,MAZATLAN,2508014962,"PESQUERA RAY, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,55855,AVE MARIA,2503054923-1,ESCAMA MARINA,126070993092,2012-10-08,2016-10-07
2012,SONORA,GUAYMAS,GUAYMAS,2604011664,"PESQUERA COMCO, S. DE R.L. DE C.V.                                    ",AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO Y GOLFO DE CALIFORNIA.,14589,PESCO 4,2602049423-8,CALAMAR GIGANTE,12604716795,2012-09-28,2014-09-27
2012,SONORA,GUAYMAS,GUAYMAS,2604011664,"PESQUERA COMCO, S. DE R.L. DE C.V.                                    ",AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO Y GOLFO DE CALIFORNIA.,18622,PESCO 3,2602050323-1,CALAMAR GIGANTE,12604716794,2012-09-28,2014-09-27
2012,SONORA,GUAYMAS,GUAYMAS,2604011664,"PESQUERA COMCO, S. DE R.L. DE C.V.                                    ",AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO Y GOLFO DE CALIFORNIA.,20883,PESCO 1,2602050223-7,CALAMAR GIGANTE,12604716793,2012-09-28,2014-09-27
2012,SONORA,GUAYMAS,GUAYMAS,2604011664,"PESQUERA COMCO, S. DE R.L. DE C.V.                                    ",AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO Y GOLFO DE CALIFORNIA.,21220,PESCO 2,2602049323-2,CALAMAR GIGANTE,12604716792,2012-09-28,2014-09-27
2012,SONORA,GUAYMAS,GUAYMAS,2604011565,PESQUERA COSTA ROCA S.A. DE C.V.,"DE ACUERDO A LO SEÑALADO EN EL ART. 2* FRACC. III, 6* FRACC. III Y XII DE LA LGPAS, ASI COMO EN LO ESTABLECIDO EN LA CARTA NACIONAL PESQUERA PUBLICADA EN EL D.O.F. EL 02/12/2010. EL ÁREA DE OPERACIÓN SE CIRCUNSCRIBE A LAS AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA. ASI MISMO SE ATENDRÁ A LO QUE SEÑALE EL PLAN DE MANEJO PUBLICADO POR INAPESCA.",56309,BAKATETE,2602472523-9,PELAGICOS MENORES,12604779360,2012-09-28,2016-09-27
2012,SONORA,GUAYMAS,GUAYMAS,2604011565,PESQUERA COSTA ROCA S.A. DE C.V.,"DE ACUERDO A LO SEÑALADO EN EL ART. 2* FRACC. III, 6* FRACC. III Y XII DE LA LGPAS, ASI COMO EN LO ESTABLECIDO EN LA CARTA NACIONAL PESQUERA PUBLICADA EN EL D.O.F. EL 02/12/2010, EL ÁREA DE OPERACIÓN SE CIRCUNSCRIBE A LAS AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO CALIFORNIA. ASÍ MISMO SE ATENDRÁ A LO QUE SEÑALE EL PLAN DE MANEJO PUBLICADO POR EL INAPESCA.",46912,SALGARI,2602438223-3,PELAGICOS MENORES,10203079320,2012-09-28,2016-09-27
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508008303,"PESQUERA MAZCU I, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,54916,MAZCU I,2503078533-9,TUNIDOS,12508099773,2012-09-28,2016-09-27
2012,NAYARIT,SAN BLAS,STA. CRUZ DE MIRAMAR,1802002764,"S.C. ENSENADA GUAICUR, S.C. DE R.L. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,33548,KAELAN,1801729823-6,CAMARON DE ALTAMAR,118028193006,2012-09-28,2014-09-27
2012,VERACRUZ,TUXPAN,TUXPAN,3010002313,JUAN RAMON GANEM VARGAS,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE.,65953,PAMPANO VI,3001000623-7,TUNIDOS,23010699715,2012-09-27,2014-09-26
2012,SONORA,GUAYMAS,GUAYMAS,2604609947,SOFIA BENCOMO PEREZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA.,38166,PUERTO CHALE II,0304116423-6,CAMARON DE ALTAMAR,10305010068,2012-09-27,2014-09-26
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006976,"PESQUERA ODEMARIS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,54536,MILDRED,2503000923-2,PEZ ESPADA,10601571602,2012-09-24,2016-09-23
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203014741,"DENEBOLA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,17582,DON NICO,2503087223-2,PEZ ESPADA,10305371620,2012-09-21,2014-09-20
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203014741,"DENEBOLA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACIFICO.,17582,DON NICO,2503087223-2,TIBURON,10305383242,2012-09-21,2015-04-30
2012,SINALOA,AHOME,LOS MOCHIS,2507004964,"GRUPO CRISTJOR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,40360,LADY SOLANGE,2501290723-5,CAMARON DE ALTAMAR,12511012270,2012-09-21,2014-09-20
2012,SONORA,GUAYMAS,GUAYMAS,2604010781,"PESQUERA CONCOR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO  A LO LARGO DE LAS COSTAS DE LA PENINSULA DE BAJA CALIFORNIA.,50617,ERMITAÑO,2602304123-7,CALAMAR GIGANTE,12604716790,2012-09-18,2014-09-17
2012,SINALOA,MAZATLÁN,MAZATLAN,2508016033,JUAN RAMON AYON TIRADO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,54528,JULIO CESAR L,25030230235,CAMARON DE ALTAMAR,12508013669,2012-09-13,2014-09-12
2012,CAMPECHE,CAMPECHE,SAN FCO. DE CAMPECHE,401002837,LAUREANO JESUS CEBALLOS FUENTES,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,47180,SOÑADOR,0402299623-8,CAMARON DE ALTAMAR,22305012920,2012-09-13,2014-09-12
2012,TAMAULIPAS,TAMPICO,,2808007286,OMAR ALEJANDRO LOPEZ TELLO                                            ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE.,68734,VIKINGO II,2804015023-2,CAMARON DE ALTAMAR,22808013008,2012-09-13,2016-09-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508016041,"PESQUERA GAMOSO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,49775,ORION,25032798238,CAMARON DE ALTAMAR,12604719379,2012-09-13,2014-09-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,203014816,"PESQUERA MARIA BELEN, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,64634,BELEN I,2503249723-6,CAMARON DE ALTAMAR,12508013798,2012-09-13,2016-09-12
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508007388,"PESQUERA RIOSLA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACIFICO,19026,PROPEMEX M-38,2503087123-3,CALAMAR GIGANTE,125080167111,2012-09-13,2014-09-12
2012,SINALOA,MAZATLÁN,,2508014053,"PRODUCCION PESQUERA MZT SIN, S.C. DE R.L. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,49692,ARCANGEL I,2503023923-1,CAMARON DE ALTAMAR,12607013609,2012-09-13,2016-09-12
2012,OAXACA,SALINA CRUZ,SALINA CRUZ,2005000035,S.C.P.P. LA SURIANA S.C DE R.L.,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,62935,MAGDA PERLA,2503267523-2,CAMARON DE ALTAMAR,12005010243,2012-09-12,2016-09-11
