AÑO,ESTADO,MUNICIPIO,LOCALIDAD,RNP_TITULAR,RAZÓN SOCIAL,ZONA_OPERACION,RNP_EMBARCACION,EMBARCACIÓN,MATRÍCULA,PESQUERÍA,PERMISO,FECHA_INICIO,FECHA_TERMINO
2012,BAJA CALIFORNIA SUR,COMONDÚ,PTO. SAN CARLOS,308000298,"PESQUERA CASREAL, S. DE R.L. DE C.V.","DE CONFORMIDAD A LO SEÑALADO EN EL ART.2° FRACC. III Y XII DE LA LGPAS, ASÍ COMO EN LO ESTABLECIDO POR LA CARTA NACIONAL PESQUERA PUBLICADA EN EL D.O.F. EL 02/12/2010, EL  ÁREA  OPERACIÓN SE CIRCUNSCRIBE A LAS AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCPEANO PACÍFICO ADYACENTES A LA COSTA OCCIDENTAL DEL ESTADO DE BAJA CALIFORNIA SUR. ASÍ MISMO SE ATENDRÁ A LO QUE SEÑALE LA INAPESCA.                                               ",34967,PROPEMEX IC-1S,2503123523-6,PELAGICOS MENORES,10311179312,2012-09-11,2016-09-10
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006976,"PESQUERA ODEMARIS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,17582,HELEN,2503087223-2,CALAMAR,12604716708,2012-09-11,2014-09-10
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006976,"PESQUERA ODEMARIS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,17582,HELEN,2503087223-2,TIBURON,10305383242,2012-09-11,2016-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006976,"PESQUERA ODEMARIS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO,17582,HELEN,2503087223-2,PEZ ESPADA,10305371620,2012-09-11,2014-09-10
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006976,"PESQUERA ODEMARIS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,54536,MILDRED,2503000923-2,CALAMAR,12508016716,2012-09-11,2014-09-10
2012,SINALOA,MAZATLÁN,,2508009947,PESCA ASOCIADA S.A. DE C.V.,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,17459,NELLY,2503046023-5,CAMARON DE ALTAMAR,12508013627,2012-09-10,2016-09-09
2012,SINALOA,MAZATLÁN,MAZATLÁN,303000012,ROBERTO LOPEZ ALCARAZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,48363,BLANCA ESTHELA III,0303048723-6,CALAMAR GIGANTE,125030167110,2012-09-09,2014-09-08
2012,SINALOA,MAZATLÁN,MAZATLAN,305001588,ROBERTO LOPEZ OROZCO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACIFICO.,48371,BLANCA ESTHELA IV,0303048823-1,CALAMAR GIGANTE,125080167109,2012-09-09,2014-09-08
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,2507002232,"PESQUERA 3 HERMANOS, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,16964,MELCHOR OCAMPO,2503122523-6,CAMARON DE ALTAMAR,12511010362,2012-09-07,2016-09-06
2012,SONORA,GUAYMAS,GUAYMAS,2604010716,ANTONIA APODACA RIVERA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO T DEL GOLFO DE CALIFORNIA,20545,MAR DE CORTEZ IV,2602100623-6,CAMARON DE ALTAMAR,12604010808,2012-09-06,2014-09-05
2012,SINALOA,MAZATLÁN,MAZATLAN,2508014764,"CONGELADORA Y EXPORTADORA KARIKE, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,50237,MARTHA I,2503224123-1,CAMARON DE ALTAMAR,12604010999,2012-09-06,2016-09-05
2012,SONORA,GUAYMAS,GUAYMAS,2604010609,PEDRO HERNANDEZ ROBLES,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA.,22004,COCONACO,2602043323-6,CAMARON DE ALTAMAR,12604010865,2012-09-06,2016-09-05
2012,SONORA,GUAYMAS,GUAYMAS,2604007803,"PESQUERA DENNY, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA.,21493,BACOCHIBAMPO XI,2602008823-2,CAMARON DE ALTAMAR,12604010073,2012-09-06,2016-09-05
2012,SONORA,GUAYMAS,GUAYMAS,2604010641,"PESQUERA EL MORROÑO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA,19893,INDIO CAJEME,2602051523-5,CAMARON DE ALTAMAR,12604011201,2012-09-06,2016-09-05
2012,SONORA,GUAYMAS,GUAYMAS,2604010641,"PESQUERA EL MORROÑO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,19901,PADRE EUSEBIO KINO,2602051623-4,CAMARON DE ALTAMAR,12604011202,2012-09-06,2016-09-05
2012,SINALOA,MAZATLÁN,MAZATLAN,2508015001,"PESQUERA JULIANA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,17269,LUISITO,2503009923-6,CAMARON DE ALTAMAR,12508010591,2012-09-06,2016-09-05
2012,SINALOA,MAZATLÁN,MAZATLAN,2508015001,"PESQUERA JULIANA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,11320,JULIANITA,2503018523-5,CAMARON DE ALTAMAR,12508010710,2012-09-06,2016-09-05
2012,SINALOA,MAZATLÁN,MAZATLAN,2508015001,"PESQUERA JULIANA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,15065,FRANCISCO JAVIER,2503075623-2,CAMARON DE ALTAMAR,12512010427,2012-09-06,2014-09-05
2012,SINALOA,MAZATLÁN,MAZATLAN,2508015001,"PESQUERA JULIANA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,14985,GERARDITO,2503040723-5,CAMARON DE ALTAMAR,12508010337,2012-09-06,2016-09-05
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508006752,PESQUERA TAPILU S.A. DE C.V.,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,19513,TAPILU III,25032785239,CAMARON DE ALTAMAR,125080193625,2012-09-06,2014-09-05
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005648,"PESQUERIA 15 DE SEPTIEMBRE, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,42341,DOÑA DELFINA M. VIII,2503249623-9,CAMARON DE ALTAMAR,12508013668,2012-09-06,2016-09-05
2012,VERACRUZ,COATZACOALCOS,COATZACOALCOS,3003005919,"CONSORCIO PESQUERO DEL GOLFO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,6932,COPEGO III,3003446023-6,CAMARON DE ALTAMAR,20401011696,2012-09-05,2016-09-04
2012,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,2607002652,LILIA ADALIA SOTO GONZALEZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA,50799,ALEXIS PAULINA II,2602434323-9,CAMARON DE ALTAMAR,12607012558,2012-09-05,2016-09-04
2012,OAXACA,SALINA CRUZ,SALINA CRUZ,2005000399,"MARISCOS DEL PACIFICO SUR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,13326,FIPESCO 3,2003009223-9,CAMARON DE ALTAMAR,12005010198,2012-09-05,2016-09-04
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009905,"PESCA Y COMERCIALIZADORA DEL PACIFICO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,43828,AKUMAL,020204423-5,ESCAMA MARINA,1020309930347,2012-09-05,2016-09-04
2012,OAXACA,SALINA CRUZ,SALINA CRUZ,2005002809,"PESQUERA PERLA DE SALINA CRUZ, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,61127,CHONTAL I,2003007423-4,CAMARON DE ALTAMAR,12005013126,2012-09-05,2016-09-04
2012,OAXACA,SALINA CRUZ,SALINA CRUZ,2005002809,"PESQUERA PERLA DE SALINA CRUZ, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,232,MARISCOS 15,2003006523-7,CAMARON DE ALTAMAR,12005012199,2012-09-05,2016-09-04
2012,SINALOA,MAZATLÁN,MAZATLAN,2508010457,"PESQUERA SANDRA KORINA, S.A DE C.V.                                   ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,14803,SANDRA KORINA IV,2503106923-2,CAMARON DE ALTAMAR,12508010386,2012-09-05,2016-09-04
2012,NAYARIT,SAN BLAS,SAN BLAS,1802001733,"S.C.P.P. DE ALTAMAR CANEY AZUL, S.C. DE R.L. DE C.V.                  ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,11031,EVER ALEXANDER,1801708223-7,CAMARON DE ALTAMAR,11802814223,2012-09-05,2014-09-04
2012,SONORA,HUATABAMPO,HUATABAMPO,2604004883,TERESITA DE JESUS ESPINOZA MENDIVIL ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA,17426,PROPEMEX M-7,2602030523-1,CAMARON DE ALTAMAR,12609013803,2012-09-05,2016-09-04
2012,SONORA,HUATABAMPO,HUATABAMPO,2604004883,TERESITA DE JESUS ESPINOZA MENDIVIL ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA,20578,MAR DE CORTES VII,2602030823-2,CAMARON DE ALTAMAR,12604010812,2012-09-05,2016-09-04
2012,VERACRUZ,COATZACOALCOS,COATZACOALCOS,3003005919,"CONSORCIO PESQUERO DEL GOLFO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,6866,COPEGO I,3003454223-0,CAMARON DE ALTAMAR,20402011258,2012-08-31,2016-08-30
2012,OAXACA,SALINA CRUZ,,2005004359,"CRUSTACEOS Y MARISCOS DEL GOLFO DE TEHUANTEPEC, S.A DE C.V.           ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,13508,CRUSTACEOS I,2003009823-3,CAMARON DE ALTAMAR,12005010199,2012-08-31,2016-08-30
2012,CHIAPAS,TAPACHULA,,705002988,"DISTRIBUIDORA DE MARISCOS DEL SUR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,12450,PROPEMEX SC-39,2003009423-4,CAMARON DE ALTAMAR,10705012945,2012-08-31,2016-08-30
2012,SINALOA,GUASAVE,,2511001436,MAXIMINO SOBERANES CASTRO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,2881,FIPESCO 38,2501546623-6,ESCAMA MARINA,126070993121,2012-08-31,2016-08-30
2012,SINALOA,GUASAVE,,2511001436,MAXIMINO SOBERANES CASTRO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,2881,FIPESCO 38,2501546623-6,CAMARON DE ALTAMAR,12508013365,2012-08-31,2016-08-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011182,"PESCA INTEGRA DE ALTA MAR, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,54171,SEBASTIAN X,2503053523-3,CALAMAR GIGANTE,125080167107,2012-08-31,2014-08-30
2012,SINALOA,MAZATLÁN,MAZATLAN,2508014962,"PESQUERA RAY, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,55855,AVE MARIA,2503054923-1,CAMARON DE ALTAMAR,12607012871,2012-08-31,2016-08-30
2012,SINALOA,GUASAVE,GUASAVE,2508014632,"S.C.P.P. DE BIENES Y SERVICIOS PUNTA PERIHUETE, S.R.L. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,56267,MARIA DEL ROSARIO,2501833723-5,CAMARON DE ALTAMAR,12604010965,2012-08-31,2016-08-30
2012,SINALOA,AHOME,TOPOLOBAMPO,2507002703,"S.C.P.P. Y DE SERVICIOS DEL PACIFICO, S.C. DE R.L.                        ",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA,19323,COOP. GUTIERREZ V,2501074623-1,CAMARON DE ALTAMAR,12511010433,2012-08-31,2016-08-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009905,"PESCA Y COMERCIALIZADORA DEL PACIFICO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,43836,XEL-HA,0202044323-2,TIBURON,1020308320222,2012-08-30,2015-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005879,"PESQUERA JALILI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55087,"DANIEL FRANCISCO ""LITO""",2503014123-8,CALAMAR GIGANTE,125080167106,2012-08-30,2014-08-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005879,"PESQUERA JALILI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,55160,DOÑA DELFINA I,2503016123-4,CALAMAR,125080167108,2012-08-30,2014-08-29
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005879,"PESQUERA JALILI, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,27128,MARUS,2503051623-5,CALAMAR,12508016731,2012-08-30,2014-08-29
2012,SONORA,HUATABAMPO,HUATABAMPO,2604004883,TERESITA DE JESUS ESPINOZA MENDIVIL ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y DEL GOLFO DE CALIFORNIA,18119,DANIELS,2602030423-6,CAMARON DE ALTAMAR,12609013802,2012-08-30,2016-08-29
2012,SONORA,GUAYMAS,GUAYMAS,2604006664,MARIA ANTONIETA LOPEZ VENTURA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,23325,JESUS M. ESQUER,2602052523-3,CAMARON DE ALTAMAR,12604010984,2012-08-28,2016-08-27
2012,TABASCO,CENTLA,,2701002756,CARLOS DAVID REYES DELGADO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,74682,NOHOCH KAY,2702282623-1,TIBURON,227011832160,2012-08-24,2016-04-30
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508005366,"OPERADORA MARÍTIMA DEL PACÍFICO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,26609,MAIKE,25032791237,CAMARON DE ALTAMAR,12607011125,2012-08-24,2014-08-23
2012,SINALOA,MAZATLÁN,MAZATLAN,2508006166,"PESQUERA VIRGEN DE LORETO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,15875,KARLA JOSEFINA,2503011523-1,CAMARON DE ALTAMAR,12508010575,2012-08-24,2016-08-23
2012,BAJA CALIFORNIA SUR,MULEGÉ,,313000036,"S.C.P.P. RIBEREÑA LEYES DE REFORMA, S.C. DE R.L.","AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO, EXCEPTO LA COSTA OCCIDENTAL DE LA PENÍNSULA DE BAJA CALIFORNIA",5843,CALISUEÑO IV,0304112523-8,TIBURON,10303783229,2012-08-24,2015-04-30
2012,SONORA,GUAYMAS,GUAYMAS,2604610010,"SARDINEROS LA PITAHAYOSA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA.,844,PROPEMEX PP-1-S,2602028723-1,PELAGICOS MENORES,CP-296/2000,2012-08-24,2020-07-31
2012,SONORA,GUAYMAS,GUAYMAS,2604610010,"SARDINEROS LA PITAHAYOSA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA.,43703,SELECTA I,2602029023-7,PELAGICOS MENORES,CP-409/2000,2012-08-24,2020-11-14
2012,SONORA,GUAYMAS,GUAYMAS,2604006110,"INVERSIONES BACOCHIBAMPO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,49221,JUAN LOPEZ VENTURA II,2602003423-6,CALAMAR GIGANTE,126047168044,2012-08-22,2016-08-21
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011232,PESQUERA PELAGICA S.A DE C.V.                                         ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,18713,CALAMAR I,2503025923-9,CAMARON DE ALTAMAR,12508019400,2012-08-22,2016-08-21
2012,OAXACA,SALINA CRUZ,SALINA CRUZ,2005002809,"PESQUERA PERLA DE SALINA CRUZ, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,13201,VENTOSA XI,2003001423-6,CAMARON DE ALTAMAR,12005010185,2012-08-22,2016-08-21
2012,SINALOA,MAZATLÁN,MAZATLAN,2508010556,"PESQUERIA BAHIA DE SANTIAGO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,56226,PACIFICO,2503221123-2,CAMARON DE ALTAMAR,125080193621,2012-08-22,2016-08-21
2012,SINALOA,AHOME,TOPOLOBAMPO,2511001691,SAUL GABRIEL DIAZ VEGA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,19398,COOP. GABRIEL GUTIERREZ XI,2501465823-7,CAMARON DE ALTAMAR,12511010437,2012-08-22,2016-08-21
2012,SINALOA,AHOME,TOPOLOBAMPO,2511002111,"TOPOLOBAMPO 2004, S.C. DE R.L. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,19265,CALIFORNIA I,2501417923-9,CAMARON DE ALTAMAR,12511010431,2012-08-22,2016-08-21
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203010749,ANA GABRIELA NAKATO TOLEDO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO  PACÍFICO,46086,CONQUISTADOR II,0201005423-5,TIBURON,1020308320238,2012-08-20,2016-04-30
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203010749,ANA GABRIELA NAKATO TOLEDO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO  PACÍFICO,46086,CONQUISTADOR II,0201005423-5,TIBURON,1020308320238,2012-08-20,2016-04-30
2012,CAMPECHE,CAMPECHE,LERMA,401002928,MANUEL JESÚS RUIZ MENDOZA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,35626,JUAN DE LA BARRERA,0402094123-2,CAMARON DE ALTAMAR,22808014089,2012-08-17,2016-08-16
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009053,"PESQUERA AXEL'S, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,50518,DON ANTONIO PEREZ X,2503182023-4,CAMARON DE ALTAMAR,12607012773,2012-08-17,2016-08-14
2012,TAMAULIPAS,TAMPICO,,2808006130,"ARMADORES MARION, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÁXICO Y MAR CARIBE,64949,PEÑAMAR 9,2804033923-9,CAMARON DE ALTAMAR,22808012729,2012-08-16,2016-08-15
2012,SONORA,PUERTO PEÑASCO,PTO. PEÑASCO,2607004294,GABRIELA MARIA MATA CUEN,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,26286,ALEX E,2601024923-9,CAMARON DE ALTAMAR,12607012625,2012-08-16,2016-08-15
2012,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,2607003890,JOSE ALFREDO MUNGUIA FERNANDEZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,38893,GETSEMANI,2601046323-5,CAMARON DE ALTAMAR,12607012396,2012-08-16,2016-08-15
2012,OAXACA,SALINA CRUZ,SALINA CRUZ,2005002585,"PESQUERA DEL ISTMO, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,2725,FIPESCO 72,2003045623-5,CAMARON DE ALTAMAR,12005012195,2012-08-16,2016-08-15
2012,TABASCO,CENTLA,,2701004570,"S.C.P.P. EQUIPOS MARINOS DE FRONTERA, S.C. DE R.L. DE C.V.", AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,68031,PARGO III,2702290023-3,TIBURON,227011832207,2012-08-16,2016-04-30
2012,TAMAULIPAS,TAMPICO,,2808006247,TERESA DE JESUS GONZALEZ ARANDA,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,39776,DON LUIS III,2804018923-3,CAMARON DE ALTAMAR,23011013568,2012-08-16,2016-08-15
2012,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,2607002660,FRANCISCO JAIME SOTO GONZALEZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA.,25072,JIM JIM III,2801034223-7,CALAMAR GIGANTE,12604716787,2012-08-15,2014-08-14
2012,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,2607004351,IGNACIO SOTO MENDIVIL,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,26492,CASA MAR,2601113523-1,CALAMAR GIGANTE,12604716786,2012-08-15,2014-08-14
2012,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,2607002652,LILIA ADALIA SOTO GONZALEZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALFORNIA,50799,ALEXIS PAULINA II,2602434323-9,CALAMAR GIGANTE,12604716789,2012-08-15,2014-08-14
2012,TAMAULIPAS,TAMPICO,TAMPICO,2808004879,RAUL RUIZ VILLEGAS,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE.,64444,RUZO VI,2804040523-1,CAMARON DE ALTAMAR,22808014131,2012-08-15,2016-08-14
2012,SINALOA,MAZATLÁN,,2508005069,"ALMACENES CONGELADOS, SA DE CV",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,54403,SANTO SAN BLAS II,2503022723-5,CAMARON DE ALTAMAR,12508013215,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,,2508005069,"ALMACENES CONGELADOS, SA DE CV",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ,20685,SAN PEDRO V,2503020223-2,CAMARON DE ALTAMAR,12508010164,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508009822,"ALMARABEL, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO.,3277,FIPESCO IV,2503122623-5,CAMARON DE ALTAMAR,10705014222,2012-08-14,2016-08-13
2012,SONORA,,,2607602931,ERIKA MELODY GUTIERREZ PACHECO,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,25528,EL YANKEE,28010233823-3,CAMARON DE ALTAMAR,12607012554,2012-08-14,2016-08-13
2012,SINALOA,MAZATLÁN,MAZATLAN,2508011240,"EUROPESCA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO,56184,EUROPESCA II,2503211123-2,CAMARON DE ALTAMAR,125080193620,2012-08-14,2014-08-13
2012,SINALOA,MAZATLÁN,MAZATLAN,2508011240,"EUROPESCA, S.A. DE C.V.",,56184,EUROPESCA II,2503211123-2,PEZ ESPADA,12508071614,2012-08-14,2014-08-13
2012,SONORA,PUERTO PEÑASCO,PUERTO PEÑASCO,2607003312,FRANCISCO EUGENIO AMAYA ANGULO ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,26757,BORRASCOSA I,2601034423-3,CAMARON DE ALTAMAR,12607012386,2012-08-14,2016-08-13
2012,SONORA,GUAYMAS,H. GUAYMAS,2604011409,"GEOMAR PESQUERA, S.A. DE C.V.",AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,21451,GEOMAR VI,2602008623-6,CAMARON DE ALTAMAR,12604011169,2012-08-14,2016-08-13
2012,TAMAULIPAS,TAMPICO,,2808004986,JOSE MARIA FLORES MARTINEZ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE MÉXICO Y MAR CARIBE,10116,FELIPE ALONSO DE ANDRADE II,280449423-6,CAMARON DE ALTAMAR,22808011304,2012-08-14,2014-08-13
2012,SONORA,PUERTO PEÑASCO,PTO. PEÑASCO,2607002678,MABY CORIN SOTO MENDIVIL,AGUAS DE JURIADICCIÓN FEDERAL DEL OCÉANO PACÍFICO Y GOLFO DE CALIFORNIA,2402,DON LUIS,2601034323-4,CAMARON DE ALTAMAR,12607010004,2012-08-14,2016-08-13
