AÑO ,ESTADO,MUNICIPIO,LOCALIDAD, RNP TITULAR,TITULAR,PESQUERIA,FECHA INICIO,FECHA TERMINO,N°  EMB. ,NOMBRE EMBARCACIÓN,MATRICULA,ZONA DE PESCA
2012,GUERRERO,ACAPULCO DE JUAREZ,PLAYA ANGOSTA S/N,1201006713," PESCADORES ORIGINARIOS DE PLAYA ANGOSTA, SC DE RL DE CV",OSTION DE ROCA,04-18-12,04-17-17,1,EDWIN KALID,1202537410-8,"BANCOS LOZALIZADOS DE PUNTA BRUJA A PIE DE LA CUESTA (LIT. EDO. GRO.)PUNTA BRUJA, EL MORRO, LA ROQUETA Y LA QUEBRADA"
2012,SINALOA,ROSARIO,CHAMETLA,2510001320,"ACUICOLA ESTEFANI, SC DE RL DE CV",ESCAMA,07-23-12,07-22-16,5,VARIAS,,"AGUAS DE JURISDICCIÓN FEDERAL ADYACENTES AL MUNICIPIO DE ROSARIO, EN EL ESTADO DE SINALOA"
2012,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,305003188,ALEJANDRO ESTRADA CALDERON,CALAMAR,04-25-12,04-24-16,4,VARIAS,,"LITORAL DEL OCEANO PACIFICO, EN LA JURISDICCIÓN DEL MPIO DE LA PAZ"
2012,COLIMA,MANZANILLO,VALLE DE LAS GARZAS,601002900,ALEJANDRO MENDEZ PRECIADO,ESCAMA,11-07-12,09-12-16,1,AGNI,,LITORAL DEL ESTADO DE COLIMA
2012,OAXACA,SALINA CRUZ,SALINA CRUZ,2005003070,ALFREDO PINO RODRIGUEZ,ESCAMA MARINA,04-26-12,04-25-16,2,VARIAS,,LITORAL DEL ESTADO DE OAXACA: DE BARRA DE SAN FRANCISCO A MORRO AYUTA
2012,NAYARIT,SAN BLAS,SAN BLAS,1802000867,ANTONIO FREGOSO MANZANO,TIBURON,08-23-12,04-30-16,3,VARIAS,,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL  ESTADO DE NAYARIT
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA ,20300867,ANTONIO RUIZ HERNANDEZ,CALAMAR GIGANTE,10-12-12,10-11-16,1,EL TURKO,,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,SINALOA,ANGOSTURA,CHUMPOLEHUISTLE,2506001672,ARACELY ANGULO CERVANTES,RANA,06-12-12,06-11-16,0,,,"AGUAS CONTINENTALES DEL RIO MOCORITO, DISTRITO DE RIEGO NO. 74 Y NO. 10, EN EL MUNICIPIO DE  ANGOSTURA, EN EL ESTADO DE SINALOA"
2012,NAYARIT,BAHIA DE BANDERAS,PUNTA DE MITA,1807000854,ARMANDO GOMEZ GARCIA,ESCAMA MARINA,06-11-12,06-10-16,1,MARTHA,1802149513-3,AGUAS NACIONALES DEL LITORAL DEL ESTADO DE NAYARIT
2012,NAYARIT,SANTIAGO IXCUINTLA,PALMAR DE CUAUTLA,1803000759,ARNULFO PONCE MEDINA,ESCAMA MARINA,04-24-12,04-23-16,1,NUM.8,1801331513-8,AGUAS NACIONALES DEL LITORAL  DEL ESTADO DE NAYARIT
2012,BAJA CALIFORNIA,ENSENADA,EL ROSARIO,203009105,"ASOCIACION ARVI, S.P.R. DE R.L.",ESCAMA MARINA,09-26-12,09-25-16,2,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,BAJA CALIFORNIA,ENSENADA,EL ROSARIO,203009105,"ASOCIACION ARVI, S.P.R. DE R.L.",CANGREJO,09-26-12,09-25-16,5,VARIAS,,COORDENADAS
2012,BAJA CALIFORNIA,ENSENADA,SAN QUINTIN,203011705,BERTOLDO GARCIA DUARTE,ESCAMA MARINA ,04-27-12,04-26-16,1,FANY II,0201179011-1,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,GUERRERO,JOSE AZUETA,ZIHUATANEJO,12020003354,"BUEN RUMBO, S.C. DE R.L. DE C.V.",OSTION DE ROCA,12-21-12,12-20-17,9,VARIAS,,COORDENADAS
2012,GUERRERO,JOSE AZUETA,ZIHUATANEJO,12020003354,"BUEN RUMBO, S.C. DE R.L. DE C.V.",PULPO,12-21-12,12-20-17,9,VARIAS,,COORDENADAS
2012,BAJA CALIFORNIA,ENSENADA,MANEADERO,203008149,"BUZOS Y PESCADORES DEL EJIDO CORONEL ESTEBAN CANTU, S.P.R. DE R.L.",ESCAMA MARINA,10-04-12,05-31-16,12,VARIAS,,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,SINALOA,ESCUINAPA,TEACAPAN,2504000965,CAMILO TOLEDO RENTERIA,TIBURON,07-06-12,04-30-16,2,VARIAS,,LITORAL DEL OCEANO PACIFICO EN EL ESTADO DE SINALOA
2012,SINALOA,ESCUINAPA,TEACAPAN,2504000965,CAMILO TOLEDO RENTERIA,ESCAMA,07-06-12,07-05-16,2,VARIAS,,LITORAL DEL OCEANO PACIFICO EN EL ESTADO DE SINALOA
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA ,203014644,CARLOS MARTIN GONZALEZ OLIVARES,CALAMAR GIGANTE,07-30-12,07-29-16,3,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,BAJA CALIFORNIA,ENSENADA,BAHIA DE LOS ANGELES,203003058,CARLOS VERDUGO LEREE,TIBURON,08-03-12,04-30-16,2,VARIAS,,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA, ADYACENTES AL MUNICIPIO DE ENSENADA, BAJA CALIFORNIA, FUERA DE LA ZONA NÚCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORNIA Y DELTA DEL RIO COLORADO"
2012,BAJA CALIFORNIA,ENSENADA,BAHIA DE LOS ANGELES,203003058,CARLOS VERDUGO LEREE,ESCAMA MARINA ,08-19-12,08-18-16,3,VARIAS,,LITORAL DE LA COSTA ESTE DEL ESTADO DE BAJA CALIFORNIA
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508014418,CLAUDIO COVARRUBIAS CORRALES,ESCAMA,04-20-12,04-19-16,1,SUNSET,2503237613-3,AGUAS DE JURISDICCIÓN FEDERAL EN EL ESTADO DE SINALOA
2012,GUERRERO,LA UNIÓN,SAN JERONIMO,1202003126,COOP DE PROD PESQ Y ACUIC DE B Y S LAGUNA DE POTOSI SC DE RL DE CV,ESCAMA DE AGUA DULCE,04-27-12,04-26-17,22,VARIAS,,LAGUNA DE POTOSI
2012,GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO,1201000302,COOPERATIVA DE PRODUCCIÓN PESQUERA EL CORMORAN SC DE RL DE CV,ESCAMA DE AGUA DULCE,04-26-12,04-25-16,3,VARIAS,,LAGUNA DE TRES PALOS
2012,GUERRERO,ACAPULCO DE JUAREZ,ACAPULCO ,1201000302,"COOPERATIVA DE PRODUCCION PESQUERA EL CORMORAN, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,04-26-12,04-25-16,3,VARIAS,,LAGUNA DE TRES PALOS
2012,GUERRERO,COYUCA DE BENITEZ,LOS MOGOTES,1201006200,"COOPERATIVA LA REYNA DE LOS MARES, S.C. DE R.L. DE C.V.",LANGOSTINO,06-28-12,06-27-16,5,VARIAS,,LAGUNA DE COYUCA
2012,GUERRERO,ACAPULCO DE JUAREZ,COLONIA FUERZA AEREA,1201000393,"COOPERATIVA PESQUERA 4 DE ENERO, SC DE RL DE CV",ESCAMA DE AGUA DULCE,08-28-12,08-27-16,4,VARIAS,,LAGUNA DE COYUCA
2012,GUERRERO,PETATLAN,BARRA DE POTOSI,1202003525,"COOPERATIVA PESQUERA POSA VERDE, SC DE RL",LANGOSTINO,04-27-12,04-26-17,27,VARIAS,,LAGUNA DE POTOSI
2012,GUERRERO,PETATLAN,BARRA DE POTOSI,1202003525,"COOPERATIVA PESQUERA POSA VERDE, SC DE RL",ESCAMA DE AGUA DULCE,04-27-12,04-26-17,27,VARIAS,,LAGUNA DE POTOSI
2012,GUERRERO,ACAPULCO DE JUAREZ,SAN PEDRO LAS PLAYAS,1201000351,"COPERATIVA DE PRODUCCIÓN PESQUERA EL ENCANTO DE LOS CHANEQUES, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA DULCE,04-10-12,04-09-16,2,VARIAS,,LAGUNA DE TRES PALOS
2012,NAYARIT,COMPOSTELA,CHACALA,1801000744,"COSTA DE CHILA, PEÑITA Y BOCA DE AMECA, S.C. DE R.L. DE C.V.",ESCAMA MARINA,12-10-12,12-09-16,14,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL ESTADO DE NAYARIT
2012,NAYARIT,SAN BLAS,SAN BLAS,1802001063,DOROTEO PELAYO OJEDA,ESCAMA MARINA,06-11-12,06-10-16,2,VARIAS,,AGUAS NACIONALES DEL LITORAL DEL ESTADO DE NAYARIT
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA ,203013017,EDUARDO AVILA YANEZ,ESCAMA MARINA,10-02-12,10-01-16,1,MARIA,020127613-9,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,GUERRERO,ACAPULCO DE JUAREZ,SAN PEDRO LAS PLAYAS,1201000336,"EL BATALLON DE SAN PEDRO, SC DE RL DE CV",ESCAMA DE AGUA DULCE,07-03-12,07-02-16,2,VARIAS,,LAGUNA DE TRES PALOS
2012,GUERRERO,COYUCA DE BENITEZ,EL ESPINALILLO,1201007752,"EL MANGLAR DE ESPINALILLO, SC DE RL",LANGOSTINO  ,03-30-12,03-29-17,6,VARIAS,,LAGUNA DE COYUCA
2012,GUERRERO,COYUCA DE BENITEZ,EL ESPINALILLO,1201007752,"EL MANGLAR DE ESPINALILLO, SC DE RL",ESCAMA DE AGUA DULCE,03-30-12,03-29-17,6,VARIAS,,LAGUNA DE COYUCA
2012,SINALOA,MAZATLÁN,CHAMETLA,2510001338,ELEAZAR HERNANDEZ MORALES,ESCAMA MARINA,11-13-12,11-12-16,2,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO  
2012,SINALOA,NAVOLATO,VILLA JUAREZ,2501001412,ELIGIO DONES RIVAS,ESCAMA DE AGUA DULCE,08-01-12,07-31-16,6,VARIAS,,"AGUAS CONTINENTALES DE LA LAGUNA DE CAIMANERO CORRESPONDIENTE AL MUNICIPIO DE NAVOLATO, EN EL ESTADO DE SINALOA"
2012,GUERRERO,CUAJINICUILAPA,PUNTA MALDONADO,1205001413,ELISEO CAMACHO DE LA CRUZ,ESCAMA,03-21-12,03-20-17,4,VARIAS,,LITORAL DEL ESTADO DE GUERRERO
2012,BAJA CALIFORNIA,ENSENADA,SANTO TOMAS,203004866,"ERIPAC, S.A. DE C.V.",ERIZO MORADO,09-07-12,09-06-16,7,VARIAS,,COORDENADAS
2012,GUERRERO,PETATLAN,PETATLAN,1202001077,ERNESTINO GONZALEZ CHAVEZ,LANGOSTINO,05-03-12,05-02-17,0,NINGUNA,,RIO PETATLAN
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203126743,ESTELA MARTINEZ SALGADO,TIBURON,07-30-12,04-30-16,3,VARIAS,,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA ADYACENTES AL MUNICIPIO DE ENSENADA, BAJA CALIFORNIA FUERA DE LA ZONA NÚCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORNIA Y DELTA DEL RIO COLORADO."
2012,NAYARIT,BAHIA DE BANDERAS,NUEVO CORRAL DEL RISCO,1807000680,EVA ESPARZA ORTEGA,ESCAMA MARINA,08-20-12,08-19-17,1,EVA II,1802161813-2,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE NAYARIT
2012,SINALOA,ANGOSTURA,LA REFORMA,2506001656,FERNANDO ROSAS SANCHEZ,TIBURON,05-24-12,04-30-16,6,VARIAS,,"AGUAS DE JURISDICCIÓN FEDERAL, EN EL ESTADO DE SINALOA"
2012,BAJA CALIFORNIA,ENSENADA,EL SAUZAL,203014592,FILIBERTO MENDOZA BERNAL,CALAMAR GIGANTE,10-23-12,10-22-16,2,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,SINALOA,NAVOLATO,DAUTILLOS,2509001372,FRANCISCO JAVIER GONZALEZ CAMARGO,ESCAMA MARINA,11-16-12,11-15-16,2,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE SINALOA
2012,SINALOA,CULIACAN,COSTA RICA,2501001313,FRANCISCO JAVIER ORDOÑO OCHOA,RANA,08-01-12,07-31-16,0,NINGUNA,,AGUAS CONTINENTALES DEL DISTRITO DE RIEGO NO. 136 EN EL ESTADO DE SINALOA
2012,BAJA CALIFORNIA,ENSENADA,EL SAUZAL,203004171,GABRIEL ALFONSO MARQUEZ CASTAÑEDA,CALAMAR GIGANTE,10-05-12,10-04-16,1,LA HERMOSA,,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA
2012,SINALOA,NAVOLATO,DAUTILLOS,2509002289,GERMAN GASTELUM ZAPEDA,ALMEJA PATA DE MULA,07-18-12,06-18-16,2,VARIAS,,"AGUAS MARINAS DE LA BAHÍA DE SANTA MARIA, EN EL ESTADO DE SINALOA"
2012,GUANAJUATO,VALLE DE SANTIAGO,RANCHO VIEJO DE TORRES,1100001534,GRUPO AGROPECUARIO DE PESCADORES DE RANCHO VIEJO DE TORRES S.P.R. DE R.I.,ESCAMA DE AGUA DULCE,06-22-12,06-21-16,19,VARIAS,,LAGUNA DE YURIRIA
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011117,GUADALUPE VELASCO MORALES,TIBURON,07-23-12,04-30-16,2,VARIAS,,AGUAS DE JURISDICCIÓN FEDERAL EN EL ESTADO DE SINALOA
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508011117,GUADALUPE VELASCO MORALES,ESCAMA,07-23-12,07-22-16,2,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE SINALOA
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000691,HERIBERTA FRANCISCO CASTELLANOS,ESCAMA MARINA,06-15-12,06-14-17,1,CARMELITA,2803004613-3,GOLFO DE MEXICO 
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000691,HERIBERTA FRANCISCO CASTELLANOS,ESCAMA MARINA,06-15-12,06-14-17,1,CARMELITA II,2803055313-4,GOLFO DE MEXICO 
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000691,HERIBERTA FRANCISCO CASTELLANOS,ESCAMA MARINA,06-15-12,06-14-17,1,CARMELITA III,2803058213-2,GOLFO DE MEXICO 
2012,COLIMA,MANZANILLO,MANZANILLO,601003064,IGNACIO CASTILLO CUENCA,ESCAMA DE AGUA DULCE,11-28-12,09-26-16,1,CATA,,LAGUNA DE CUYUTLAN
2012,GUERRERO,ACAPULCO DE JUAREZ,SAN PEDRO LAS PLAYAS,1201000344,"ILUSION PASAJERA, SC DE RL.",ESCAMA DE AGUA DULCE,09-06-12,09-05-16,4,VARIAS,,LAGUNA DE TRES PALOS
2012,COLIMA,MANZANILLO,MANZANILLO,601002934,ISAIAS MICHEL RAMIREZ,ESCAMA DE AGUA DULCE,11-29-12,09-20-16,1,LA BARRACUDA IV,,LAGUNA DE CUYUTLAN
2012,MICHOACAN,COJUMATLAN DE REGULES,PETATAN,1808000210,"ISLA DE PETATAN, S.C. DE R.L.",BAGRE,11-05-12,11-04-16,45,VARIAS,,LAGO DE CHAPALA
2012,COLIMA,MANZANILLO,MANZANILLO,601002884,JAVIER PEÑA GONZALEZ,ESCAMA,11-07-12,09-12-16,1,APIER,,LITORAL DEL ESTADO DE COLIMA
2012,SINALOA,NAVOLATO,YAMETO,2509001505,JESUS ARNULFO GALLARDO AMARILLAS,TIBURON,11-23-12,11-22-16,2,VARIAS,,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE SINALOA
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA I,2802299113-8,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA II,2802299213-3,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA III,2802299313-6,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA IV,2802299413-8,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA V,2802299513-6,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA VI,2802299613-3,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA VII,2802299713-8,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA VIII,2802299813-9,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA IX,2802299913-8,LAGUNA MADRE
2012,TAMAULIPAS,SAN FERNANDO,SAN FERNANDO,2807000191,JESUS MEJIA DURAN,JAIBA,05-23-12,05-22-17,1,TINTORERA X,2802300013-1,LAGUNA MADRE
2012,COLIMA,MANZANILLO,CAMPOS,601003015,JOEL ISRAEL ROMO HUITRON,ESCAMA DE AGUA DULCE,11-27-12,09-26-16,1,LA CAIMANA,,LITORAL DEL ESTADO DE COLIMA
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203012505,JORGE CHACON CARAPIA ,LISA,11-06-12,11-05-16,1,JECHO I,,LITORAL DE LA COSTA ESTE DEL ESTADO DE BAJA CALIFORNIA
2012,SINALOA,ANGOSTURA,LA REFORMA,2506000906,JOSE ALVARO MASCAREÑO SANCHEZ,ESCAMA,07-18-12,07-17-16,8,VARIAS,,AGUAS MARINAS DE JURISDICCIÓN FEDERAL EN EL MUNICIPIO DE ANGOSTURA EN EL ESTADO DE SINALOA
2012,BAJA CALIFORNIA SUR,LA PAZ,AGUA AMARGA,305008047,JOSE CAMILO GERALDO LUCERO,ESCAMA,06-28-12,06-27-16,1,CRUZ I,0304156913-2,JURISDICCIÓN DE LOS MPIOS DE LA PAZ Y LOS CABOS
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508014012,JOSE FERNANDO VILLEGAS CHAVEZ,ESCAMA,06-12-12,06-11-16,1,FERNANDA,2503202513-7,"AGUAS DE JURISDICCIÓN FEDERAL, EN EL ESTADO DE SINALOA"
2012,GUERRERO,ACAPULCO DE JUAREZ,PLAYA ANGOSTA S/N,1201006101,JOSE GUADALUPE RODRIGUEZ RAMOS,TIBURON,12-06-12,04-30-17,3,VARIAS,,LITORAL DEL ESTADO DE GUERRERO
2012,SINALOA,SAN IGNACIO,PIAXTLA,2508014756,JUAN CARLOS BURGUEÑO AVENDAÑO,ESCAMA MARINA,09-06-12,09-06-16,1,KARINA,,AGUAS DE JURISDICCION FEDERAL EN EL ESTADO DE SINALOA
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,ESPERANZA I,2803000113-6,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,ESPERANZA II,2803000213-1,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,ESPERANZA III,228100832006,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,ESPERANZA IV,280300413-5,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,ESPERANZA V,2803000513-3,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,ESPERANZA VI,2803000613-8,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,ESPERANZA VII,2803000713-3,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,LLUCELI,2803042913-9,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,NAYELI,2803043213-4,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000160,JUAN CEPEDA RODRIGUEZ,TIBURON,08-09-12,04-30-17,1,PRINCIPESCA,2803043113-5,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TAMAULIPAS
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508014749,JUAN DE DIOS TIZNADO BASTIDAS,ESCAMA,05-16-12,05-15-16,1,VIRGINIA,2503242513-5,AGUAS DE JURISDICCIÓN FEDERAL EN EL ESTADO DE SINALOA
2012,BAJA CALIFORNIA,MEXICALI,VENUSTIANO CARRANZA,206001224,"JUAÑAK JAH KAJUATH, S.P.R. DE R.L.",ESCAMA MARINA,10-04-12,10-03-16,3,VARIAS,,LITORAL DE LA COSTA ESTE DEL ESTADO DE BAJA CALIFORNIA
2012,GUERRERO,ACAPULCO DE JUAREZ,BARRA VIEJA,1201008685,"LA TICUIRICHA, SC DE RL DE CV",ESCAMA DE AGUA DULCE,07-19-12,07-18-16,3,VARIAS,,LAGUNA DE TRES PALOS
2012,SINALOA,NAVOLATO,DAUTILLOS,2509001422,LETICIA URBINA BELTRAN,TIBURON,07-06-12,04-30-16,3,VARIAS,,"AGUAS DE JURISDICCIÓN FEDERAL, EN EL ESTADO DE SINALOA"
2012,TAMAULIPAS,CAMARGO,COMALES,2805000904,LIDIA GARCIA MEJIA,ESCAMA DE AGUA DULCE,10-04-12,10-03-17,1,EL BAGRE,,"PRESA MARTE R. GOMEZ, EN LA JURISDICCION DE LA OFICINA FEDERAL DE PESCA EN NUEVA CD GUERRERO "
2012,TAMAULIPAS,CAMARGO,COMALES,2805000904,LIDIA GARCIA MEJIA,ESCAMA DE AGUA DULCE,10-04-12,10-03-17,1,LA MOJARRA,,"PRESA MARTE R. GOMEZ, EN LA JURISDICCION DE LA OFICINA FEDERAL DE PESCA EN NUEVA CD GUERRERO "
2012,TAMAULIPAS,CAMARGO,COMALES,2805000904,LIDIA GARCIA MEJIA,ESCAMA DE AGUA DULCE,10-04-12,10-03-17,1,LA MORENA,,"PRESA MARTE R. GOMEZ, EN LA JURISDICCION DE LA OFICINA FEDERAL DE PESCA EN NUEVA CD GUERRERO "
2012,TAMAULIPAS,CAMARGO,COMALES,2805000904,LIDIA GARCIA MEJIA,ESCAMA DE AGUA DULCE,10-04-12,10-03-17,1,LA NORTEÑA,,"PRESA MARTE R. GOMEZ, EN LA JURISDICCION DE LA OFICINA FEDERAL DE PESCA EN NUEVA CD GUERRERO "
2012,NAYARIT,SANTA MARIA DEL ORO,CERRITO LOS GUAJES,1804001525,"LOS GUAJES PRESA EL CAJON, S.C. DE R.L. DE C.V.",ESCAMA DE AGUA MARINA,09-20-12,09-19-16,4,VARIAS,,"AGUAS NACIONALES DEL EMBALSE DE LA PRESA EL CAJON, NAYARIT"
2012,BAJA CALIFORNIA,MEXICALI,SAN FELIPE,203013966,LUIS HIRAM VALDEZ VALENZUELA,ESCAMA MARINA,04-10-12,04-09-16,3,VARIAS,,"LITORAL DE LA COSTA ESTE DEL ESTADO DE BAJA CALIFORNIA, FUERA DE LA ZONA NÍCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORNIA Y DELTA DEL RIO COLORADO, ASI COMO LAS ZONAS NUCLEO DE LA RESERVA DE LA BIOSFERA DE LA BAHÍA DE LOS ANGELES, CANAL DE BALLENAS Y SALSIPUEDES, RESPETAR LAS ZONAS DECRETADAS CORRESPONDIENTES AL PARQUE NACIONAL ARCHIPIELAGO SAN LORENZO"
2012,SINALOA,BADIRAGUATO,EL VAREJONAL,2501005843,MARCO ANTONIO CISNEROS CASTRO,ESCAMA DE AGUA DULCE,11-01-12,10-31-16,3,VARIAS,,"AGUAS DEL CAUCE DEL RIO HUMAYA, APROXIMADAMENTE 1.4 KM DESPUES DEL TUNEL DE DESFOGUE DE LA PRESA ADOLFO LOPEZ MATEOS"
2012,SINALOA,ESCUINAPA,TEACAPAN,2504001807,MARCO ANTONIO ECHEAGARAY RIVERA,ESCAMA,08-30-12,08-29-16,1,,,AGUAS DE JURISDICCION FEDERAL EN EL ESTADO DE SINALOA
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203002696,MARCOS ALVARES NAVARRO,CANGREJO,10-23-12,06-06-16,1,JAZALEN,020130610-2,COORDENADAS
2012,TAMAULIPAS,NVA. CD. GUERRERO,NVA. CD. GUERRERO,2805000771,MARIANELA MARTINEZ GUERRERO,ESCAMA DE AGUA DULCE,10-02-12,10-01-17,1,LA GLORIA TREVI,2801017913-6,"PRESA INTERNACIONAL FALCON, EN LA NVA. CD. GUERRERO"
2012,TAMAULIPAS,NVA. CD. GUERRERO,NVA. CD. GUERRERO,2805000771,MARIANELA MARTINEZ GUERRERO,ESCAMA DE AGUA DULCE,10-02-12,10-01-17,1,LA THALIA,,"PRESA INTERNACIONAL FALCON, EN LA NVA. CD. GUERRERO"
