AÑO ,ESTADO,MUNICIPIO,LOCALIDAD, RNP TITULAR,TITULAR,PESQUERIA,FECHA INICIO,FECHA TERMINO,N°  EMB. ,NOMBRE EMBARCACIÓN,MATRICULA,ZONA DE PESCA
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000519,YOLANDA CASADOS ESTRADA,ESCAMA MARINA,04-27-12,04-26-17,1,YOLANDA II,2803002513-5,GOLFO DE MEXICO 
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000519,YOLANDA CASADOS ESTRADA,ESCAMA MARINA,04-27-12,04-26-17,1,YOLANDA IV,2803002213-3,GOLFO DE MEXICO 
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000519,YOLANDA CASADOS ESTRADA,ESCAMA MARINA,04-27-12,04-26-17,1,YOLANDA V,2803002313-6,GOLFO DE MEXICO 
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000519,YOLANDA CASADOS ESTRADA,ESCAMA MARINA,04-27-12,04-26-17,1,YOLANDA VI,280345213-3,GOLFO DE MEXICO 
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000519,YOLANDA CASADOS ESTRADA,ESCAMA MARINA,04-27-12,04-26-17,1,YOLANDA VII,2803043013-5,GOLFO DE MEXICO 
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000519,YOLANDA CASADOS ESTRADA,ESCAMA MARINA,04-27-12,04-26-17,1,YOLANDA VIII,2803064813-8,GOLFO DE MEXICO 
2012,TAMAULIPAS,SOTO LA MARINA,POBLADO LA PESCA,2810000519,YOLANDA CASADOS ESTRADA,ESCAMA MARINA,04-27-12,04-26-17,1,YOLANDA IX,2803067613-8,GOLFO DE MEXICO 
2012,BAJA CALIFORNIA,ENSENADA,EL ROSARIO,203126552,"ZUAREV, S.P.R. DE R.L.",CANGREJO,10-08-12,10-07-16,4,VARIAS,,COORDENADAS
2012,BAJA CALIFORNIA,MEXICALI,SAN FELIPE,207001751,"LOS AMIGOS DEL PUERTO, S.P.R. DE R.L.",ESCAMA MARINA,2012-12-21,2016-12-20,24,ANEXO 4.1,ANEXO 4.1 ,LITORAL DE LA COSTA ESTE DEL ESTADO DE BAJA CALIFORNIA.
2012,BAJA CALIFORNIA,MEXICALI,SAN FELIPE,207000787,ALBERTO GARCIA OROZCO,ESCAMA MARINA,2012-12-17,2016-12-16,4,ANEXO 4.1,ANEXO 4.1 ,LITORAL DE LA COSTA ESTE DEL ESTADO DE BAJA CALIFORNIA.
2012,BAJA CALIFORNIA,ENSENADA,EJIDO VILLA JESUS MARIA,203004585,S.P.R. DE R.I. CELSO CANCINO VELAZQUEZ ,PULPO,2012-12-14,2016-12-13,3,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA.
2012,BAJA CALIFORNIA,ENSENADA,EJIDO VILLA JESUS MARIA,203004585,S.P.R. DE R.I. CELSO CANCINO VELAZQUEZ ,ALMEJA CHOCOLATA,2012-12-14,2016-12-13,4,ANEXO 4.1,ANEXO 4.1 ,LAGUNA MANUELA Y ESTERO SAN JOSE.
2012,BAJA CALIFORNIA,ENSENADA,EJIDO VILLA JESUS MARIA,203004585,S.P.R. DE R.I. CELSO CANCINO VELAZQUEZ ,ALMEJA PATA DE MULA,2012-12-14,2016-12-13,2,ANEXO 4.1,ANEXO 4.1 ,LAGUNA MANUELA Y ESTERO SAN JOSE.
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203014691,ROBERTO JUAN CAMACHO TAPIA,ERIZO ROJO,2012-12-13,2016-12-12,5,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCEANO PACIFICO ADYACENTES AL ESTADO DE BAJA CALIFORNIA, ESPECIFICAMENTE EN LAS COORDENADAS GEOGRAFICAS SIGUIENTES:"
2012,BAJA CALIFORNIA,ENSENADA,EJIDO VILLA JESUS MARÍA,203007588,JOSE ROGELIO AVILES PANIAGUA,ALMEJA CHOCOLATA,2012-11-28,2016-11-27,0,ANEXO 4.1,ANEXO 4.1 ,"LAGUNA MANUELA, ESTERO SAN JOSE."
2012,BAJA CALIFORNIA,ENSENADA,SAN QUINTIN ,203008578,OSTIONES GUERRERO S.A. DE C.V.,ALGA CAFÉ,2012-11-28,2016-11-27,4,ANEXO 4.1,ANEXO 4.1 ,"1.- 30° 31' 30"" 116° 02' 00"" 2.- 30° 27' 00"" 116° 02' 00"" 3.- 30° 27´00"" 116° 09´00"" 4.- 30° 31´30"" 116° 09´ 00"""
2012,BAJA CALIFORNIA,ENSENADA,SANTO TOMÁS,203009279,"PRODUCTOS DEL MAR COSTA OESTE, S. P. R. DE R. L. ",CARACOL PANOCHA,2012-11-28,2016-11-27,3,ANEXO 4.1,ANEXO 4.1 ,"1.- 29° 16´ 00"" 114° 51´ 30"" 2.- 29° 16´ 00"" 115° 06´ 15"" 3.- 29° 23´ 30"" 115° 01´ 45"""
2012,SINALOA,SINALOA,BACUBIRITO,2505000691,"S.C.P.P. Y P.D. FOMENTO Y DESARROLLO DE BACUBIRITO, S.C.L.",ESCAMA DE AGUA DULCE,2012-11-15,2016-11-14,32,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LA PRESA GUSTAVO DÍAZ ORDAZ, (BACURATO), EN EL ESTADO DE SINALOA."
2012,SINALOA,SINALOA,BACUBIRITO,2505001244,"S.C.P.P.Y DE SERVICIOS CHICORATO, S.C.L.",ESCAMA DE AGUA DULCE,2012-11-15,2016-11-14,32,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DE LA PRESA GUZTAVO DIAZ ORDAZ (BACURATO) EN EL ESTADO DE SINALOA.
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203001391,"AGARMEX, S.A. DE C.V.",SARGAZO ROJO,2012-11-14,2032-11-13,0,ANEXO 4.1,ANEXO 4.1 ,
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALLO DE HACHA,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALLO DE HACHA,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALLO DE HACHA,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALLO DE HACHA,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALLO DE HACHA,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE GUAYMAS A LOS MELAGOS.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALAMAR GIGANTE,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE BOCA NORTE DE LOBOS AL COLORADO.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALAMAR GIGANTE,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS  DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE BOCA NORTE DE LOBOS AL COLORADO
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALAMAR GIGANTE,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE BOCA NORTE DE LOBOS AL COLORADO.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALAMAR GIGANTE,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE BOCA NORTE DE LOBOS AL COLORADO.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALAMAR GIGANTE,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE BOCA NORTE DE LOBOS AL COLORADO.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALAMAR GIGANTE,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE BOCA DEL NORTE DE LOBOS AL COLORADO.
2012,SONORA,GUAYMAS,GUAYMAS,2604009528,"S.C.P.P. Y COMERCIALIZACIÓN DON CRISPIN, S.C.L.",CALAMAR GIGANTE,2012-11-13,2016-11-12,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL GOLFO DE CALIFORNIA DESDE BOCA DEL NORTE DE LOBOS AL COLORADO.
2012,SINALOA,ELOTA,PAREDON COLORADO,2501002030,"S.C.P.P. Y ACUICOLA EL PAREDON COLORADO, S.C.L.",ESCAMA DE AGUA DULCE,2012-11-07,2016-11-06,47,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DE LA PRESA AURELIO BENASSINI VIZCAÍNO (EL SALTO) EN EL ESTADO DE SINALOA.  
2012,BAJA CALIFORNIA,ENSENADA,EL MARMOL,203009261,"GRUPO DE PESCADORES RIBEREÑOS, S.P.R. DE R.L.",ESCAMA MARINA,2012-11-06,2016-11-05,4,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA.
2012,BAJA CALIFORNIA,ENSENADA,EL MARMOL,203009261,"GRUPO DE PESCADORES RIBEREÑOS, S.P.R. DE R.L.",CANGREJO,2012-11-06,2016-11-05,4,ANEXO 4.1,ANEXO 4.1 ,"1.- 29° 32´ 38.68 115° 19´ 11.5"" 2.- 29° 27´ 22.04"" 115° 22´ 49.17"" 3.- 29° 23´ 08.00"" 115° 17´ 23.00"" 4.- 29° 25´ 39.32""  115° 11´ 15.54"" "
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203011283,"PUNTA ROSARITO, S. DE P.R. DE R.L.",CANGREJO,2012-11-06,2016-11-05,3,ANEXO 4.1,ANEXO 4.1 ,"1.- 28° 20´ 00"" 114° 05´00""   2.- 28° 20´ 00"" 114° 20´00""   3.- 28° 28´ 00"" 114° 03´ 00""   4.- 28° 28´00"" 114° 20´00"""
2012,BAJA CALIFORNIA,ENSENADA,SAN QUINTIN,203014063,"ROCAS DE SAN MARTIN, S.P.R. DE R.L.",CALAMAR GIGANTE,2012-11-06,2016-11-05,2,ANEXO 4.1,ANEXO 4.1 ,LITORAL DE LA COSTA DEL PACIFICO DEL ESTADO DE BAJA CALIFORNIA.
2012,BAJA CALIFORNIA,ENSENADA,SAN QUINTIN,203014063,"ROCAS DE SAN MARTIN, S.P.R. DE R.L.",CANGREJO,2012-11-06,2016-11-05,2,ANEXO 4.1,ANEXO 4.1 ,"1.- 30° 23´ 35.4"" 115° 59´41.9"" 2.- 30° 23´ 35.4"" 115° 59´ 03.7"" 3.- 30° 21´ 40.6 115° 57´ 33.7"" 4.- 30° 19´ 57.1"" 115° 59´ 37.4"" 5.- 30° 29´ 53.4 116° 09´ 47.2"" 6.- 30° 31´ 32.4"" 116° 02´ 26.2"""
2012,BAJA CALIFORNIA,MEXICALI,MEXICALI,206001356,S.P.R. DE R.L. EL DESEMBOQUE,LISA,2012-11-06,2016-11-05,14,ANEXO 4.1,ANEXO 4.1 ,LITORAL DE LA COSTA ESTE DEL ESTADO DE BAJA CALIFORNIA.
2012,SINALOA,MAZATLÁN,MAZATLÁN,2508014590,"C.P.P. DE ESCAMA Y CAMARON RAFAEL BUELNA TENORIO, S.C.L. DE C.V.",LANGOSTA,2012-10-31,2016-10-30,10,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL ESTADO DE SINALOA ADYACENTES A LOS CAMPOS DENOMINADOS LOS CARDONES, LA ANEGADA, ESTRELLA DE CHIVOS, BARRA DEL CRESTON. ARRECIFE DOS HERMANOS, ISLA AZADA, PUNTA PALA O PUNTA DERECHA, CERRO DEL VIGIA, BAJOS DE ZARAGOZA, ESTRELLA DE LOBOS, PUNTA CAMARON, ISLA LOBOS, ISLA VENADOS, ISLA DE PAJAROS, PUNTA SABALO, PUNTA GRUESA, LOS DERECHOS, LA TINAJA, PUNTA PRIETA Y PUNTA PIAXTLA. "
2012,BAJA CALIFORNIA,ENSENADA,PUNTA BANDA ,203011697,IVAN VILLARINO IBARRA,ESCAMA MARINA,2012-10-23,2016-10-22,1,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA. 
2012,NAYARIT,SANTIAGO IXCUINTLA,SAN ANDRES,1805000799,"S.C. P. P.  Y AC. ROBERTO COLORADO, S. C. DE R. L. DE C.V.",CAMARÓN DE ESTERO,2012-10-02,2016-10-01,1,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LA ZONA DEL COLORADO, LA PERICA, EL TACOTE, SIERRA DEL PAVO Y LA PANTOMINA, DEL MUNICIPIO DE SANTIAGO IXCUNTLA, NAY."
2012,NAYARIT,TECUALA,QUIMICHIS,1803000502,"S.C.P.P. Y AC. LA NUEVA SIRENA, S.C. DE R.L. DE C.V.",CAMARÓN DE ESTERO,2012-10-02,2016-10-01,8,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LAS LAGUNAS LA GRANDE, MALOYA, EL BONCHIS, LA TIJERITA, LA TEJESPADA, EL VALLE DE LAS QUEMADAS, LAS CARTERAS Y LA REDONDA, Y EN LOS ESTEROS EL ARCO, EL CARRIZO, CARRIZITO, EL PANTANO, LA DISPENSA, EL BILLETE, LA VACA, COYOTE, EL TEPEIXTE, EL VARAL, EL JABALIN, LA JOAQUINA, EL MORITO, LA RECOGIDA, EL BUEY, EL BUEYCITO, EL ZORRILLO, LA CURVINA, CURVINITAS Y LOS COYOTES, EN EL MUNICIPIO DE TECUALA, ESTADO DE NAYARIT."
2012,NAYARIT,ROSAMORADA,PESCADERO,1805000617,"SC CASA CUNA DE PESCADORES DEL MPIO. DE ROSAMORADA, NAYARIT, SC DE RL DE CV",CAMARÓN DE ESTERO,2012-10-02,2016-10-01,76,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL SITEMA LAGUNARIO Y ESTUARINO DE LAS LAGUNAS EL PESCADERO, LOS CHIHUILES, EL PATO, LOS BAYITOS Y EL PARGUITO, DEL MUNICIPIO DE ROSAMORADA, NAY."
2012,NAYARIT,ROSAMORADA,PESCADERO,1805000617,"SC CASA CUNA DE PESCADORES DEL MPIO. DE ROSAMORADA, NAYARIT, SC DE RL DE CV",CAMARÓN DE ESTERO,2012-10-02,2016-10-01,11,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL SISTEMA LAGUNARIO Y ESTUARIO DE LAS LAGUNAS EL PESCADERO, LOS CHIHUILES, EL PATO, LOS BAYITOS Y EL PARGUITO, DEL MUNUCIPIO DE ROSAMORADA, NAY."
2012,BAJA CALIFORNIA,ENSENADA,EL MARMOL,203126889,"S.C.P.P. RIBEREÑOS DE PUERTO CATARINA, S.C. DE R.L. DE C.L.",ESCAMA MARINA,2012-09-24,2016-09-23,3,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA.
2012,SINALOA,ESCUINAPA,TEACAPAN,2504001567,"S.C.P.P. PESCADORES DE LA BRECHA, S.C.L.",CAMARÓN DE ESTERO,2012-09-19,2016-09-18,1,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS SISTEMAS LAGUNARES  AGUA GRANDE, LA BRECHA, ISLA DE LA PALMA, ADYACENTES A TEACAPAN, ESCUINAPA, SINALOA. "
2012,SINALOA,ESCUINAPA,TEACAPAN,2504001567,"S.C.P.P. PESCADORES DE LA BRECHA, S.C.L.",CAMARÓN DE ESTERO,2012-09-19,2016-09-18,1,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS SISTEMAS LAGUNARES  AGUA GRANDE, LA BRECHA, ISLA DE LA PALMA, ADYACENTES A TEACAPAN, ESCUINAPA, SINALOA. "
2012,SINALOA,ESCUINAPA,TEACAPAN,2504001567,"S.C.P.P. PESCADORES DE LA BRECHA, S.C.L.",CAMARÓN DE ESTERO,2012-09-19,2016-09-18,1,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS SISTEMAS LAGUNARES  AGUA GRANDE, LA BRECHA, ISLA DE LA PALMA, ADYACENTES A TEACAPAN, ESCUINAPA, SINALOA. "
2012,SINALOA,ESCUINAPA,TEACAPAN,2504001567,"S.C.P.P. PESCADORES DE LA BRECHA, S.C.L.",CAMARÓN DE ESTERO,2012-09-19,2016-09-18,1,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS SISTEMAS LAGUNARES  AGUA GRANDE, LA BRECHA, ISLA DE LA PALMA, ADYACENTES A TEACAPAN, ESCUINAPA, SINALOA. "
2012,SINALOA,ESCUINAPA,TEACAPAN,2504001567,"S.C.P.P. PESCADORES DE LA BRECHA, S.C.L.",CAMARÓN DE ESTERO,2012-09-19,2016-09-18,1,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS SISTEMAS LAGUNARES  AGUA GRANDE, LA BRECHA, ISLA DE LA PALMA, ADYACENTES A TEACAPAN, ESCUINAPA, SINALOA. "
2012,SINALOA,ESCUINAPA,TEACAPAN,2504001567,"S.C.P.P. PESCADORES DE LA BRECHA, S.C.L.",CAMARÓN DE ESTERO,2012-09-19,2016-09-18,1,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS SISTEMAS LAGUNARES  AGUA GRANDE, LA BRECHA, ISLA DE LA PALMA, ADYACENTES A TEACAPAN, ESCUINAPA, SINALOA. "
2012,SINALOA,ESCUINAPA,TEACAPAN,2504001567,"S.C.P.P. PESCADORES DE LA BRECHA, S.C.L.",CAMARÓN DE ESTERO,2012-09-19,2016-09-18,1,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS SISTEMAS LAGUNARES  AGUA GRANDE, LA BRECHA, ISLA DE LA PALMA, ADYACENTES A TEACAPAN, ESCUINAPA, SINALOA. "
2012,BAJA CALIFORNIA,ENSENADA,EL MARMOL,203126889,"S.C.P.P. RIBEREÑOS DE PUERTO CATARINA, S.C. DE R.L. DE C.L.",LANGOSTA ROJA,2012-09-13,2016-09-12,5,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL ESTADO DE BAJA CALIFORNIA.
2012,NAYARIT,SAN BLAS,SANBLAS,1802000966,"S.C. SAN BLAS Y BOCA DE ASADERO, S.C. DE R.L. DE C.V.",CAMARÓN DE ESTERO,2012-09-12,2016-09-11,3,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS ESTEROS DENOMINADOS: EL POZO, SAN CRITOBAL Y LAS LAGUNAS LOS PERICOS, LOS NEGROS, LOS PAJAROS, LA TRONCONUDA, POZO DEL AHOGADO Y VENA DEL DIABLO, EN EL MUNICIPIO DE SAN BLAS, ESTADO DE NAYARIT."
2012,NAYARIT,SANTIAGO IXCUINTLA,PALMAR DE CUAUTLA,1803000494,"SOC. COOP. PALMAR DE CUAUTLA, S.C. DE R.L. DE C.V.",CAMARÓN DE ESTERO,2012-09-12,2016-09-11,25,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LOS ESTEROS EL COMEJEM, LA VENA, EL CARRIZO, EL PUYECON, EL CANDELON,GARCITAS, VENA DE COYOTE, LAGUNAS DEL ALAMBRE, LA CRUZ, LA BAIZA, CANDELONES, CON MARCOS, LOS TAMALES, LAS CURBINAS, EL CIRCO, LA MINA, LA SUELDA Y EL PALILLO DEL MUNICIPIO DE SANTIAGO IXCUINTLA, DEL ESTADO DE NAYARIT "
2012,NAYARIT,TECUALA,TECUALA,1803000528,"S.C. NORTE DE NAYARIT, S.C. DE R.L. DE C.V.",CAMARÓN DE ESTERO,2012-09-05,2016-09-04,30,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DE LA LAGUNAS LAS GARZAS, EL CHAGUIN, LAS MULAS, EL RINCON, CALIXTRA Y LOS ESTEROS CHURIGA, CONCHAS, GUASIMA, PERICOS Y PUERTA DEL RIO EN EL MUNICIPIO DE TECUALA, DEL EST"
2012,SINALOA,BACUBIRITO,,2505000857,"S.C.P.P. VASOBUENA, S.C.L.",ESCAMA DE AGUA DULCE,2012-09-05,2016-09-04,32,ANEXO 4.1,ANEXO 4.1 ,AGUAS CONTINENTALES DE LA PRESA GUSTAVO DIAZ ORDAZ (BACURATO) EN EL ESTADO DE SINALOA 
2012,NAYARIT,TUXPAN,TUXPAN,1805000682,"S.C.P.P. Y AC. PESCADORES UNIDOS DE CORRIENTES, S.C. DE R,L. DE C.V.",CAMARÓN DE ESTERO,2012-09-05,2016-09-04,7,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL VALLE DEL CAMICHIN, VALLE DE SAN MARCOS, VALLE DEL CIRUELO, CAÑADA DE SECUNDINO Y EN LAS LAGUNAS LA CANOA, LA PALIZUDA, DE JULIO, EL QUEMADO, EL CANCLON, CUICUICHALA, EL TILDIO, ZOQUIPA, EL MISCLE, LA ATASCOZA, POTRERILLOS, EL CARRIZO Y MATA DE PLATANO EN EL MUNICIPIO DE TUXPAN, ESTADO DE NAYARIT."
2012,BAJA CALIFORNIA,ENSENADA,EL SAUZAL,203005673,"U. DE P. BUZOS DE LA COSTA OCC. DE BAJA CALIF., S. DE R.L. DE C.V.",PEPINO DE MAR,2012-09-05,2016-09-04,3,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL ESTADO DE BAJA CALIFORNIA ESPECIFICAMENTE EN LAS COORDENADAS GEOGRÁFICAS SIGUIENTES:
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203010715,"S.P.R. PUNTA CANOAS, S. DE R.L. DE C.V.",ESCAMA MARINA,2012-08-31,2016-08-30,4,ANEXO 4.1,ANEXO 4.1 ,AGUAS DE JURISDICCION FEDERAL DEL OCEANO PACIFICO DE LA COSTA OESTE DE BAJA CALIFORNIA. 
2012,BAJA CALIFORNIA,ENSENADA,EL ROSARIO,203004726,"ASOCIACIÓN PESQUERA REGASA NUM. 2, S.P.R. DE R.L.",LANGOSTA ROJA,2012-08-24,2032-08-23,0,ANEXO 4.1,ANEXO 4.1 ,
2012,NAYARIT,SAN BLAS,SAN BLAS,1802000867,ANTONIO FREGOSO MANZANO,TIBURON,2012-08-23,2016-04-30,3,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL ESTADO DE NAYARIT, QUEDA PROHIBIDA LA PESCA EN EL MAR TERRITORIAL DE LOS ARCHIPIELAGOS DE LAS ISLAS REVILLAGIGEDO, EN UNA FR"
2012,NAYARIT,TECUALA,TECUALA,1803000163,PEDRO RUESGA GARCIA,TIBURON,2012-08-16,2016-04-30,2,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL ESTADO DE NAYARIT, SE PROHIBE LA PESCA EN EL MAR TERRITORIAL DE LOS ARCHIPIELAGOS DE LAS ISLAS REVILLAGIGEDO, EN UNA FRANJA "
2012,BAJA CALIFORNIA,ENSENADA,BAHIA DE LOS ANGELES,203003058,CARLOS VERDUGO LEREE,TIBURON,2012-08-03,2016-04-30,2,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA, ADYACENTES AL MUNICIPIO DE ENSENADA, BAJA CALIFORNIA, FUERA DE LA ZONA NÚCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORN"
2012,BAJA CALIFORNIA,ENSENADA,BAHIA DE LOS ANGELES,203003058,CARLOS VERDUGO LEREE,TIBURON,2012-08-03,2016-04-30,2,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA, ADYACENTES AL MUNICIPIO DE ENSENADA, BAJA CALIFORNIA, FUERA DE LA ZONA NÚCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORN"
2012,BAJA CALIFORNIA,ENSENADA,ENSENADA,203126713,ESTELA MARTÍNEZ SALGADO,TIBURON,2012-07-30,2016-04-30,3,ANEXO 4.1,ANEXO 4.1 ,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL GOLFO DE CALIFORNIA ADYACENTES AL MUNICIPIO DE ENSENADA, BAJA CALIFORNIA FUERA DE LA ZONA NÚCLEO DE LA RESERVA DE LA BIOSFERA DEL ALTO GOLFO DE CALIFORNIA"
