Folio_denuncia,Fecha_captura,Estado,Municipio,Localidad,Lugar_conocido,Tipo_denuncia,Instrumento_utilizado,Estatus,Especie
2140232,18/11/2014,Baja California,Ensenada,El Rosario,EJIDO VALLE TRANQUILO,Captura ilegal,Embarcación Menor,Atendido,ERIZO
25140233,19/11/2014,Sinaloa,Escuinapa,Las Cabras,LAS CABRAS,Otros,Embarcación Mayor,Atendido,SARDINA
28140234,19/11/2014,Tamaulipas,Aldama,Barra del Tordo,BARRA DEL TORDO,Otros,Método de pesca,Atendido,-1
28140235,19/11/2014,Tamaulipas,Aldama,Barra del Tordo,BARRA DEL TORDO,Otros,Método de pesca,Atendido,-1
28140236,19/11/2014,Tamaulipas,Aldama,Barra del Tordo,BARRA DEL TORDO,Otros,Método de pesca,Atendido,-1
14140237,21/11/2014,Jalisco,Cocula,Cocula,BORDO SAN JOAQUIN,Captura ilegal,Arte de pesca,Atendido,OTRAS
6140238,21/11/2014,Colima,Manzanillo,Manzanillo,LITORALES DE COLIMA,Captura ilegal,Embarcación Menor,Atendido,DORADO
12140239,22/11/2014,Guerrero,Acapulco de Juárez,Acapulco de Juárez,ACAPULCO,Otros,Otros,Atendido,-1
18140240,24/11/2014,Nayarit,Bahía de Banderas,Las Jarretaderas,DESEMBOCADURA DEL RIO AMECA,Captura ilegal,Método de pesca,Atendido,-1
18140241,24/11/2014,Nayarit,San Blas,Boca del Asadero,LAGUNA LA TRONCONUDA Y POZO DEL AHOGADO,Captura ilegal,Método de pesca,Atendido,CAMARON
14140242,26/11/2014,Jalisco,Chapala,Santa Cruz de la Soledad,EL ACUEDUCTO,Otros,Arte de pesca,Atendido,OTRAS
14140243,28/11/2014,Jalisco,Zapopan,Zapopan,HACIENDA LA ESCOBA (LA MAGDALENA),Comercialización ilegal,Arte de pesca,Atendido,OTRAS
14140244,28/11/2014,Jalisco,Zapopan,Zapopan,HACIENDA LA ESCOBA (LA MAGDALENA),Comercialización ilegal,Arte de pesca,Atendido,OTRAS
31140245,29/11/2014,Yucatán,Progreso,Progreso,"PISTA DE CANOTAJE, PARADERO TURISTICO ""CORCHITO""",Captura ilegal,Arte de pesca,Atendido,OTRAS
26140246,30/11/2014,Sonora,Cajeme,Oviáchic,EL VERTEDOR DE LA PRESA,Captura ilegal,Método de pesca,Atendido,BAGRE
30140247,03/12/2014,Veracruz,Tamiahua,Tamiahua,LAGUNA TAMIAHUA,Captura ilegal,Embarcación Menor,Atendido,LEBRANCHA
26140248,03/12/2014,Sonora,Cajeme,Ciudad Obregón,PRESA ALVARO OBREGON,Otros,Método de pesca,Atendido,BAGRE
14140249,03/12/2014,Jalisco,Valle de Guadalupe,Valle de Guadalupe,"PRESA EL SALTO,",Captura ilegal,Otros,Atendido,OTRAS
3140250,04/12/2014,Baja California Sur,Comondú,Puerto San Carlos,FRENTE A LA HERRADURA,Captura ilegal,Embarcación Mayor,Atendido,SARDINA
26140251,04/12/2014,Sonora,Cajeme,Buenavista,PRESA ALVARO OBREGON,Otros,Método de pesca,Atendido,BAGRE
18140252,05/12/2014,Nayarit,Bahía de Banderas,Las Jarretaderas,DESEMBOCADURA DEL RIO AMECA,Otros,Método de pesca,Atendido,-1
3140253,05/12/2014,Baja California Sur,Comondú,Puerto San Carlos,VILLA HIDALGO,Posesión ilegal,Otros,Atendido,ALMEJA
30140254,07/12/2014,Veracruz,Tamiahua,Tamiahua,REFORMA,Captura ilegal,Arte de pesca,Atendido,CAMARON
6140255,08/12/2014,Colima,Manzanillo,Manzanillo,ESCOLLERA DE TEPALCATES,Captura ilegal,Método de pesca,Atendido,OTRAS
3140256,10/12/2014,Baja California Sur,Comondú,Puerto San Carlos,BAHIA MAGDALENA,Captura ilegal,Embarcación Mayor,Atendido,SARDINA
25140257,16/12/2014,Sinaloa,San Ignacio,Dimas (Estación Dimas),ESTERO MEDINA,Captura ilegal,Método de pesca,Atendido,CAMARON
25140258,16/12/2014,Sinaloa,Mazatlán,Mármol de Salcido (Mármol),BAJOS DE MARMOL Y DE PIAXTLA,Captura ilegal,Otros,Atendido,OSTION
7140259,16/12/2014,Chiapas,Mapastepec,El Castaño,BOCABARRA SAN NICOLAS,Captura ilegal,Arte de pesca,Atendido,CAMARON
7140260,16/12/2014,Chiapas,Acapetahua,Barra Zacapulco,BOCABARRA SAN JUAN,Captura ilegal,Arte de pesca,Atendido,CAMARON
14140261,18/12/2014,Jalisco,Chapala,Chapala,LA ESTACIÓN MANGLAR,Captura ilegal,Arte de pesca,Atendido,CHARAL
18140262,28/12/2014,Nayarit,Tecuala,San Cayetano,OTATITOS,Captura ilegal,Embarcación Menor,Atendido,LISA
18140263,31/12/2014,Nayarit,Tecuala,La Puntilla,EL ROBLITO,Captura ilegal,Embarcación Mayor,Atendido,LISA
