Año,Estado,Especie,Cantidad
2013,COLIMA,CHARAL,0
2013,DURANGO,CHARAL,0
2013,GUERRERO,CHARAL,0
2013,HIDALGO,CHARAL,0
2013,MORELOS,CHARAL,0
2013,NAYARIT,CHARAL,0
2013,NUEVO LEON,CHARAL,0
2013,OAXACA,CHARAL,0
2013,PUEBLA,CHARAL,0
2013,QUERETARO,CHARAL,0
2013,QUINTANA ROO,CHARAL,0
2013,SAN LUIS POTOSI,CHARAL,0
2013,SINALOA,CHARAL,0
2013,SONORA,CHARAL,0
2013,TABASCO,CHARAL,0
2013,TLAXCALA,CHARAL,0
2013,VERACRUZ,CHARAL,0
2013,ZACATECAS,CHARAL,0
2013,ESTADO DE MEXICO,CHARAL,25
2013,GUANAJUATO,CHARAL,61
2013,DF,CHARAL,72
2013,TAMAUUPAS,CHARAL,89
2013,JALISCO,CHARAL,292
2013,MICHOACAN,CHARAL,653
2013,YUCATAN,CHARAL,987
2013,AGUASCALENTES,CURVINA GOLFINA,0
2013,BAJA CALIFORNIA SUR,CURVINA GOLFINA,0
2013,CAMPECHE,CURVINA GOLFINA,0
2013,CHIAPAS,CURVINA GOLFINA,0
2013,CHIHUAHUA,CURVINA GOLFINA,0
2013,COAHUILA,CURVINA GOLFINA,0
2013,DURANGO,CURVINA GOLFINA,0
2013,ESTADO DE MEXICO,CURVINA GOLFINA,0
2013,GUANAJUATO,CURVINA GOLFINA,0
2013,GUERRERO,CURVINA GOLFINA,0
2013,HIDALGO,CURVINA GOLFINA,0
2013,MORELOS,CURVINA GOLFINA,0
2013,NUEVO LEON,CURVINA GOLFINA,0
2013,OAXACA,CURVINA GOLFINA,0
2013,QUERETARO,CURVINA GOLFINA,0
2013,SAN LUIS POTOSI,CURVINA GOLFINA,0
2013,SINALOA,CURVINA GOLFINA,0
2013,TABASCO,CURVINA GOLFINA,0
2013,ZACATECAS,CURVINA GOLFINA,0
2013,TAMAUUPAS,CURVINA GOLFINA,10
2013,COLIMA,CURVINA GOLFINA,15
2013,QUINTANA ROO,CURVINA GOLFINA,20
2013,PUEBLA,CURVINA GOLFINA,33
2013,MICHOACAN,CURVINA GOLFINA,35
2013,NAYARIT,CURVINA GOLFINA,40
2013,TLAXCALA,CURVINA GOLFINA,54
2013,YUCATAN,CURVINA GOLFINA,65
2013,VERACRUZ,CURVINA GOLFINA,100
2013,BAJA CALIFORNIA,CURVINA GOLFINA,302.173
2013,JALISCO,CURVINA GOLFINA,4505
2013,DF,CURVINA GOLFINA,58490
2013,SONORA,CURVINA GOLFINA,114652
2009,AGUASCAUENTES,DORADO,0
2009,CAMPECHE,DORADO,0
2009,CHIHUAHUA,DORADO,0
2009,COAHUILA,DORADO,0
2009,DURANGO,DORADO,0
2009,ESTADO DE MEXICO,DORADO,0
2009,GUANAJUATO,DORADO,0
2009,MORELOS,DORADO,0
2009,NUEVO LEON,DORADO,0
2009,PUEBLA,DORADO,0
2009,QUERETARO,DORADO,0
2009,QUINTANA ROO,DORADO,0
2009,SAN LUIS POTOSI,DORADO,0
2009,TABASCO,DORADO,0
2009,TAMAUUPAS,DORADO,0
2009,VERACRUZ,DORADO,0
2009,YUCATAN,DORADO,0
2010,AGUASCALENTES,DORADO,0
2010,BAJA CALIFORNIA,DORADO,0
2010,CAMPECHE,DORADO,0
2010,CHIHUAHUA,DORADO,0
2010,COAHUILA,DORADO,0
2010,COLIMA,DORADO,0
2010,DURANGO,DORADO,0
2010,ESTADO DE MEXICO,DORADO,0
2010,GUANAJUATO,DORADO,0
2010,GUERRERO,DORADO,0
2010,HIDALGO,DORADO,0
2010,MORELOS,DORADO,0
2010,NUEVO LEON,DORADO,0
2010,OAXACA,DORADO,0
2010,QUERETARO,DORADO,0
2010,QUINTANA ROO,DORADO,0
2010,SAN LUIS POTOSI,DORADO,0
2010,TABASCO,DORADO,0
2010,TAMAUUPAS,DORADO,0
2010,TLAXCALA,DORADO,0
2010,VERACRUZ,DORADO,0
2010,YUCATAN,DORADO,0
2010,ZACATECAS,DORADO,0
2011,AGUASCALENTES,DORADO,0
2011,CAMPECHE,DORADO,0
2011,CHIAPAS,DORADO,0
2011,CHIHUAHUA,DORADO,0
2011,COAHUILA,DORADO,0
2011,DURANGO,DORADO,0
2011,GUANAJUATO,DORADO,0
2011,HIDALGO,DORADO,0
2011,MICHOACAN,DORADO,0
2011,MORELOS,DORADO,0
2011,NUEVO LEON,DORADO,0
2011,QUERETARO,DORADO,0
2011,QUINTANA ROO,DORADO,0
2011,SAN LUIS POTOSI,DORADO,0
2011,TABASCO,DORADO,0
2011,TAMAUUPAS,DORADO,0
2011,TLAXCALA,DORADO,0
2011,VERACRUZ,DORADO,0
2011,YUCATAN,DORADO,0
2011,ZACATECAS,DORADO,0
2012,AGUASCALENTES,DORADO,0
2012,BAJA CALIFORNIA,DORADO,0
2012,CHIHUAHUA,DORADO,0
2012,DURANGO,DORADO,0
2012,ESTADO DE MEXICO,DORADO,0
2012,GUANAJUATO,DORADO,0
2012,HIDALGO,DORADO,0
2012,MORELOS,DORADO,0
2012,NUEVO LEON,DORADO,0
2012,QUINTANA ROO,DORADO,0
2012,SAN LUIS POTOSI,DORADO,0
2012,SONORA,DORADO,0
2012,TABASCO,DORADO,0
2012,TAMAUUPAS,DORADO,0
2012,TLAXCALA,DORADO,0
2012,VERACRUZ,DORADO,0
2012,YUCATAN,DORADO,0
2012,ZACATECAS,DORADO,0
2013,BAJA CALIFORNIA,DORADO,0
2013,CAMPECHE,DORADO,0
2013,CHIHUAHUA,DORADO,0
2013,COAHUILA,DORADO,0
2013,DURANGO,DORADO,0
2013,GUANAJUATO,DORADO,0
2013,HIDALGO,DORADO,0
2013,MORELOS,DORADO,0
2013,NUEVO LEON,DORADO,0
2013,PUEBLA,DORADO,0
2013,SAN LUIS POTOSI,DORADO,0
2013,TABASCO,DORADO,0
2013,TAMAUUPAS,DORADO,0
2013,TLAXCALA,DORADO,0
2013,YUCATAN,DORADO,0
2013,ZACATECAS,DORADO,0
2012,COAHUILA,DORADO,4.9
2009,MICHOACAN,DORADO,5
2009,ZACATECAS,DORADO,5
2013,ESTADO DE MEXICO,DORADO,6
2009,HIDALGO,DORADO,7
2011,ESTADO DE MEXICO,DORADO,8
2011,COLIMA,DORADO,10
2009,TLAXCALA,DORADO,20
2010,MICHOACAN,DORADO,25
2011,BAJA CALIFORNIA,DORADO,25
2012,MICHOACAN,DORADO,26
2009,GUERRERO,DORADO,39.4
2013,AGUASCALENTES,DORADO,42
2012,CHIAPAS,DORADO,51.6
2012,QUERETARO,DORADO,60
2013,OAXACA,DORADO,64
2010,CHIAPAS,DORADO,70
2011,PUEBLA,DORADO,85
2013,COLIMA,DORADO,111
2013,VERACRUZ,DORADO,128.6
2012,BAJA CALIFORNIA SUR,DORADO,140
2012,GUERRERO,DORADO,150
2013,BAJA CALIFORNIA SUR,DORADO,183.4
2013,GUERRERO,DORADO,195
2012,OAXACA,DORADO,200
2011,GUERRERO,DORADO,203
2010,NAYARIT,DORADO,288
2009,CHIAPAS,DORADO,300
2009,COLIMA,DORADO,305.6
2012,PUEBLA,DORADO,325
2009,BAJA CALIFORNIA,DORADO,380
2011,OAXACA,DORADO,380
2012,COLIMA,DORADO,389
2011,BAJA CALIFORNIA SUR,DORADO,397
2010,PUEBLA,DORADO,400
2010,BAJA CALIFORNIA SUR,DORADO,433
2009,OAXACA,DORADO,457
2012,CAMPECHE,DORADO,500
2009,BAJA CALIFORNIA SUR,DORADO,520.5
2011,SONORA,DORADO,754
2009,SINALOA,DORADO,1062
2009,NAYARIT,DORADO,1096
2011,SINALOA,DORADO,1332
2012,DF,DORADO,1392.1
2010,DF,DORADO,1470
2013,SINALOA,DORADO,1516
2009,JALISCO,DORADO,1593.9
2011,NAYARIT,DORADO,1829
2012,SINALOA,DORADO,1880
2009,DF,DORADO,1952
2011,JALISCO,DORADO,2063
2010,SINALOA,DORADO,2146
2012,NAYARIT,DORADO,2880
2012,JALISCO,DORADO,2881
2013,QUERETARO,DORADO,3000
2013,QUINTANA ROO,DORADO,3690
2011,DF,DORADO,3725
2013,NAYARIT,DORADO,4104
2010,JALISCO,DORADO,4380
2010,SONORA,DORADO,5931
2013,SONORA,DORADO,6780
2013,DF,DORADO,6917
2009,SONORA,DORADO,7779
2013,CHIAPAS,DORADO,8084
2013,JALISCO,DORADO,16868
2013,MICHOACAN,DORADO,22400
2013,AGUASCALENTES,ERIZO,0
2013,BAJA CALIFORNIA SUR,ERIZO,0
2013,CAMPECHE,ERIZO,0
2013,CHIAPAS,ERIZO,0
2013,CHIHUAHUA,ERIZO,0
2013,COAHUILA,ERIZO,0
2013,COLIMA,ERIZO,0
2013,DF,ERIZO,0
2013,DURANGO,ERIZO,0
2013,ESTADO DE MEXICO,ERIZO,0
2013,GUANAJUATO,ERIZO,0
2013,GUERRERO,ERIZO,0
2013,HIDALGO,ERIZO,0
2013,JALISCO,ERIZO,0
2013,MICHOACAN,ERIZO,0
2013,MORELOS,ERIZO,0
2013,NAYARIT,ERIZO,0
2013,NUEVO LEON,ERIZO,0
2013,OAXACA,ERIZO,0
2013,QUERETARO,ERIZO,0
2013,QUINTANA ROO,ERIZO,0
2013,SAN LUIS POTOSI,ERIZO,0
2013,SINALOA,ERIZO,0
2013,SONORA,ERIZO,0
2013,TABASCO,ERIZO,0
2013,TAMAUUPAS,ERIZO,0
2013,TLAXCALA,ERIZO,0
2013,VERACRUZ,ERIZO,0
2013,YUCATAN,ERIZO,0
2013,ZACATECAS,ERIZO,0
2013,PUEBLA,ERIZO,4
2013,BAJA CALIFORNIA,ERIZO,4284
2009,DURANGO,ESCAMA GENERAL,0
2009,NUEVO LEON,ESCAMA GENERAL,0
2010,CHIAPAS,ESCAMA GENERAL,0
2010,DURANGO,ESCAMA GENERAL,0
2011,COAHUILA,ESCAMA GENERAL,0
2011,MORELOS,ESCAMA GENERAL,0
2011,NUEVO LEON,ESCAMA GENERAL,0
2012,CHIAPAS,ESCAMA GENERAL,0
2012,MORELOS,ESCAMA GENERAL,0
2012,NUEVO LEON,ESCAMA GENERAL,0
2013,HIDALGO,ESCAMA GENERAL,0
2013,MORELOS,ESCAMA GENERAL,0
2013,NUEVO LEON,ESCAMA GENERAL,0
2013,TABASCO,ESCAMA GENERAL,0
2011,QUERETARO,ESCAMA GENERAL,10
2013,NAYARIT,ESCAMA GENERAL,11.454
2013,TAMAUUPAS,ESCAMA GENERAL,23
2013,DURANGO,ESCAMA GENERAL,25
2010,CAMPECHE,ESCAMA GENERAL,30.953
2013,QUERETARO,ESCAMA GENERAL,44
2013,GUERRERO,ESCAMA GENERAL,50
2009,AGUASCAUENTES,ESCAMA GENERAL,51
2013,CHIAPAS,ESCAMA GENERAL,80
2011,DURANGO,ESCAMA GENERAL,81
2012,DURANGO,ESCAMA GENERAL,93
2013,SAN LUIS POTOSI,ESCAMA GENERAL,106
2012,HIDALGO,ESCAMA GENERAL,115
2013,AGUASCALENTES,ESCAMA GENERAL,137.708
2010,TABASCO,ESCAMA GENERAL,150
2013,COAHUILA,ESCAMA GENERAL,280.4
2010,COAHUILA,ESCAMA GENERAL,301
2010,MORELOS,ESCAMA GENERAL,340
2011,HIDALGO,ESCAMA GENERAL,379
2013,COLIMA,ESCAMA GENERAL,390
2012,GUERRERO,ESCAMA GENERAL,410
2011,GUERRERO,ESCAMA GENERAL,515.5
2009,HIDALGO,ESCAMA GENERAL,660
2010,HIDALGO,ESCAMA GENERAL,700
2012,COLIMA,ESCAMA GENERAL,811
2010,COLIMA,ESCAMA GENERAL,854.5
2012,TABASCO,ESCAMA GENERAL,863
2009,GUERRERO,ESCAMA GENERAL,959.75
2013,TLAXCALA,ESCAMA GENERAL,1012
2012,TAMAUUPAS,ESCAMA GENERAL,1016
2011,GUANAJUATO,ESCAMA GENERAL,1030.3
2013,ESTADO DE MEXICO,ESCAMA GENERAL,1164
2011,COLIMA,ESCAMA GENERAL,1222
2013,ZACATECAS,ESCAMA GENERAL,1233.9
2013,DF,ESCAMA GENERAL,1251
2011,TABASCO,ESCAMA GENERAL,1270
2013,OAXACA,ESCAMA GENERAL,1447
2010,TAMAUUPAS,ESCAMA GENERAL,1532.4
2010,GUANAJUATO,ESCAMA GENERAL,2107.08
2009,OAXACA,ESCAMA GENERAL,2139.3
2012,QUINTANA ROO,ESCAMA GENERAL,2183
2011,TLAXCALA,ESCAMA GENERAL,2382
2009,CHIAPAS,ESCAMA GENERAL,2450
2010,QUINTANA ROO,ESCAMA GENERAL,2470
2011,CHIAPAS,ESCAMA GENERAL,2590
2009,TABASCO,ESCAMA GENERAL,2661.5
2012,CAMPECHE,ESCAMA GENERAL,2685
2012,SINALOA,ESCAMA GENERAL,2786
2009,ESTADO DE MEXICO,ESCAMA GENERAL,2797
2012,TLAXCALA,ESCAMA GENERAL,2812
2011,TAMAUUPAS,ESCAMA GENERAL,3030
2013,SONORA,ESCAMA GENERAL,3034
2013,CHIHUAHUA,ESCAMA GENERAL,3082
2012,OAXACA,ESCAMA GENERAL,3129
2009,QUINTANA ROO,ESCAMA GENERAL,3171
2013,MICHOACAN,ESCAMA GENERAL,3255
2010,TLAXCALA,ESCAMA GENERAL,3265
2010,GUERRERO,ESCAMA GENERAL,3644
2011,QUINTANA ROO,ESCAMA GENERAL,3758
2009,SINALOA,ESCAMA GENERAL,3999
2010,ZACATECAS,ESCAMA GENERAL,4448.66
2011,ZACATECAS,ESCAMA GENERAL,4887.5
2012,GUANAJUATO,ESCAMA GENERAL,5559
2013,QUINTANA ROO,ESCAMA GENERAL,6102
2012,ZACATECAS,ESCAMA GENERAL,6121.73
2009,TLAXCALA,ESCAMA GENERAL,6387.87
2010,NUEVO LEON,ESCAMA GENERAL,6526
2012,SAN LUIS POTOSI,ESCAMA GENERAL,6674.64
2009,MORELOS,ESCAMA GENERAL,6690
2009,TAMAUUPAS,ESCAMA GENERAL,6943
2010,QUERETARO,ESCAMA GENERAL,6950
2013,VERACRUZ,ESCAMA GENERAL,7151.5
2013,PUEBLA,ESCAMA GENERAL,7206.5
2009,NAYARIT,ESCAMA GENERAL,7583
2012,BAJA CALIFORNIA SUR,ESCAMA GENERAL,7956
2010,ESTADO DE MEXICO,ESCAMA GENERAL,8500
2011,SAN LUIS POTOSI,ESCAMA GENERAL,8552.86
2010,SAN LUIS POTOSI,ESCAMA GENERAL,8963.44
2010,OAXACA,ESCAMA GENERAL,9205
2011,OAXACA,ESCAMA GENERAL,9259
2011,CAMPECHE,ESCAMA GENERAL,9940.5
2009,SAN LUIS POTOSI,ESCAMA GENERAL,9970.8
2012,QUERETARO,ESCAMA GENERAL,10392
2013,GUANAJUATO,ESCAMA GENERAL,10622
2010,YUCATAN,ESCAMA GENERAL,11084.5
2009,ZACATECAS,ESCAMA GENERAL,11655.73
2009,BAJA CALIFORNIA SUR,ESCAMA GENERAL,11762.5
2013,SINALOA,ESCAMA GENERAL,12831
2010,VERACRUZ,ESCAMA GENERAL,14096.9
2011,BAJA CALIFORNIA SUR,ESCAMA GENERAL,15362
2009,QUERETARO,ESCAMA GENERAL,16096
2010,JALISCO,ESCAMA GENERAL,16946
2009,COLIMA,ESCAMA GENERAL,17828.3
2012,DF,ESCAMA GENERAL,18207
2009,MICHOACAN,ESCAMA GENERAL,18373
2009,VERACRUZ,ESCAMA GENERAL,19515.7
2010,MICHOACAN,ESCAMA GENERAL,19603
2012,VERACRUZ,ESCAMA GENERAL,19995.5
2011,PUEBLA,ESCAMA GENERAL,21521
2009,JALISCO,ESCAMA GENERAL,22676
2010,NAYARIT,ESCAMA GENERAL,22882
2009,DF,ESCAMA GENERAL,22990.6
2009,COAHUILA,ESCAMA GENERAL,23650
2009,PUEBLA,ESCAMA GENERAL,24057
2012,PUEBLA,ESCAMA GENERAL,24968.25
2011,AGUASCALENTES,ESCAMA GENERAL,26637
2013,BAJA CALIFORNIA SUR,ESCAMA GENERAL,26927.7
2009,CAMPECHE,ESCAMA GENERAL,28100
2013,CAMPECHE,ESCAMA GENERAL,28859
2009,YUCATAN,ESCAMA GENERAL,32755.49
2013,BAJA CALIFORNIA,ESCAMA GENERAL,33837
2010,PUEBLA,ESCAMA GENERAL,39344.1
2010,DF,ESCAMA GENERAL,42704
2009,GUANAJUATO,ESCAMA GENERAL,42989.1
2011,CHIHUAHUA,ESCAMA GENERAL,44714
2012,COAHUILA,ESCAMA GENERAL,44969.14
2010,SONORA,ESCAMA GENERAL,49369
2012,NAYARIT,ESCAMA GENERAL,50474.5
2011,MICHOACAN,ESCAMA GENERAL,51289
2011,BAJA CALIFORNIA,ESCAMA GENERAL,58079.5
2012,MICHOACAN,ESCAMA GENERAL,63552
2012,CHIHUAHUA,ESCAMA GENERAL,67358
2011,JALISCO,ESCAMA GENERAL,73589.02
2009,CHIHUAHUA,ESCAMA GENERAL,79190.5
2009,SONORA,ESCAMA GENERAL,80491
2010,BAJA CALIFORNIA SUR,ESCAMA GENERAL,89197
2012,BAJA CALIFORNIA,ESCAMA GENERAL,94779.2
2012,ESTADO DE MEXICO,ESCAMA GENERAL,97889
2011,YUCATAN,ESCAMA GENERAL,105528
2011,SINALOA,ESCAMA GENERAL,116306
2010,CHIHUAHUA,ESCAMA GENERAL,117652
2012,YUCATAN,ESCAMA GENERAL,134106
2010,SINALOA,ESCAMA GENERAL,143883
2010,BAJA CALIFORNIA,ESCAMA GENERAL,156317
2012,SONORA,ESCAMA GENERAL,187806
2011,VERACRUZ,ESCAMA GENERAL,192324.55
2011,SONORA,ESCAMA GENERAL,228076
2009,BAJA CALIFORNIA,ESCAMA GENERAL,266796
2010,AGUASCALENTES,ESCAMA GENERAL,288175
2011,ESTADO DE MEXICO,ESCAMA GENERAL,329469.7
2011,NAYARIT,ESCAMA GENERAL,337763
2012,AGUASCALENTES,ESCAMA GENERAL,352127.5
2012,JALISCO,ESCAMA GENERAL,407542.3
2011,DF,ESCAMA GENERAL,681754.81
2013,YUCATAN,ESCAMA GENERAL,888932.96
2013,JALISCO,ESCAMA GENERAL,"23737,00"
2009,BAJA CALIFORNIA,JAIBA,0
2009,BAJA CALIFORNIA SUR,JAIBA,0
2009,CAMPECHE,JAIBA,0
2009,CHIAPAS,JAIBA,0
2009,COAHUILA,JAIBA,0
2009,DURANGO,JAIBA,0
2009,MORELOS,JAIBA,0
2009,NUEVO LEON,JAIBA,0
2009,TAMAUUPAS,JAIBA,0
2010,CHIAPAS,JAIBA,0
2010,DURANGO,JAIBA,0
2010,GUANAJUATO,JAIBA,0
2010,GUERRERO,JAIBA,0
2010,HIDALGO,JAIBA,0
2010,NUEVO LEON,JAIBA,0
2010,TAMAUUPAS,JAIBA,0
2011,COAHUILA,JAIBA,0
2011,COLIMA,JAIBA,0
2011,DURANGO,JAIBA,0
2011,HIDALGO,JAIBA,0
2011,MORELOS,JAIBA,0
2011,NAYARIT,JAIBA,0
2011,NUEVO LEON,JAIBA,0
2011,QUERETARO,JAIBA,0
2012,CHIAPAS,JAIBA,0
2012,DF,JAIBA,0
2012,DURANGO,JAIBA,0
2012,GUANAJUATO,JAIBA,0
2012,GUERRERO,JAIBA,0
2012,HIDALGO,JAIBA,0
2012,MORELOS,JAIBA,0
2012,NAYARIT,JAIBA,0
2012,NUEVO LEON,JAIBA,0
2012,TABASCO,JAIBA,0
2013,BAJA CALIFORNIA,JAIBA,0
2013,DF,JAIBA,0
2013,DURANGO,JAIBA,0
2013,HIDALGO,JAIBA,0
2013,MORELOS,JAIBA,0
2013,NUEVO LEON,JAIBA,0
2010,ZACATECAS,JAIBA,2
2013,COAHUILA,JAIBA,2
2009,AGUASCAUENTES,JAIBA,3
2013,TAMAUUPAS,JAIBA,3
2010,TABASCO,JAIBA,5
2011,GUERRERO,JAIBA,5
2012,QUERETARO,JAIBA,5
2013,TABASCO,JAIBA,5
2012,BAJA CALIFORNIA SUR,JAIBA,6
2013,NAYARIT,JAIBA,6
2009,NAYARIT,JAIBA,7
2011,GUANAJUATO,JAIBA,7
2013,GUERRERO,JAIBA,8
2013,QUERETARO,JAIBA,8
2010,COAHUILA,JAIBA,12
2011,CHIHUAHUA,JAIBA,12
2009,GUERRERO,JAIBA,15
2013,ZACATECAS,JAIBA,15.28
2011,AGUASCALENTES,JAIBA,25
2013,CHIAPAS,JAIBA,25
2010,MORELOS,JAIBA,26
2011,ZACATECAS,JAIBA,28
2012,JALISCO,JAIBA,28
2012,COLIMA,JAIBA,30.5
2010,YUCATAN,JAIBA,33
2009,TABASCO,JAIBA,34
2011,TAMAUUPAS,JAIBA,38
2011,CHIAPAS,JAIBA,40
2011,TABASCO,JAIBA,40
2009,HIDALGO,JAIBA,43
2013,SAN LUIS POTOSI,JAIBA,45.7
2010,SAN LUIS POTOSI,JAIBA,46
2010,QUINTANA ROO,JAIBA,69
2012,ZACATECAS,JAIBA,70
2012,SAN LUIS POTOSI,JAIBA,98
2010,QUERETARO,JAIBA,100
2013,QUINTANA ROO,JAIBA,100
2009,SAN LUIS POTOSI,JAIBA,103.5
2009,ZACATECAS,JAIBA,104
2012,ESTADO DE MEXICO,JAIBA,125
2013,TLAXCALA,JAIBA,142
2011,ESTADO DE MEXICO,JAIBA,143
2009,QUINTANA ROO,JAIBA,144
2011,SAN LUIS POTOSI,JAIBA,154
2009,ESTADO DE MEXICO,JAIBA,161
2012,OAXACA,JAIBA,166
2009,CHIHUAHUA,JAIBA,170
2010,TLAXCALA,JAIBA,183.5
2012,CHIHUAHUA,JAIBA,189
2010,AGUASCALENTES,JAIBA,192
2009,JALISCO,JAIBA,202
2009,COLIMA,JAIBA,202.36
2010,CHIHUAHUA,JAIBA,205
2012,TAMAUUPAS,JAIBA,222
2011,TLAXCALA,JAIBA,243.5
2012,TLAXCALA,JAIBA,266
2010,ESTADO DE MEXICO,JAIBA,270
2013,GUANAJUATO,JAIBA,306
2011,BAJA CALIFORNIA SUR,JAIBA,308
2009,TLAXCALA,JAIBA,322.4
2012,COAHUILA,JAIBA,329.6
2012,QUINTANA ROO,JAIBA,333
2009,QUERETARO,JAIBA,340
2013,ESTADO DE MEXICO,JAIBA,443
2010,CAMPECHE,JAIBA,470
2011,QUINTANA ROO,JAIBA,481
2009,OAXACA,JAIBA,502
2013,PUEBLA,JAIBA,507
2009,YUCATAN,JAIBA,517.8
2010,COLIMA,JAIBA,536
2009,MICHOACAN,JAIBA,559
2010,JALISCO,JAIBA,575
2011,YUCATAN,JAIBA,585
2010,MICHOACAN,JAIBA,649
2012,CAMPECHE,JAIBA,800
2010,OAXACA,JAIBA,910
2010,BAJA CALIFORNIA SUR,JAIBA,994
2009,SINALOA,JAIBA,1021
2013,MICHOACAN,JAIBA,1077
2009,PUEBLA,JAIBA,1079
2010,PUEBLA,JAIBA,1109
2010,DF,JAIBA,1126
2011,PUEBLA,JAIBA,1133.25
2009,VERACRUZ,JAIBA,1140.35
2012,YUCATAN,JAIBA,1200
2009,GUANAJUATO,JAIBA,1207
2010,SONORA,JAIBA,1281
2010,NAYARIT,JAIBA,1285
2012,SINALOA,JAIBA,1298
2011,OAXACA,JAIBA,1424
2012,PUEBLA,JAIBA,1546.5
2013,AGUASCALENTES,JAIBA,1726
2013,BAJA CALIFORNIA SUR,JAIBA,1937.9
2011,CAMPECHE,JAIBA,1984
2010,VERACRUZ,JAIBA,1999.85
2011,MICHOACAN,JAIBA,2056
2009,DF,JAIBA,2381
2012,BAJA CALIFORNIA,JAIBA,2641
2013,JALISCO,JAIBA,2721
2011,BAJA CALIFORNIA,JAIBA,2885
2013,VERACRUZ,JAIBA,3079.5
2012,AGUASCALENTES,JAIBA,3132
2010,SINALOA,JAIBA,3340
2010,BAJA CALIFORNIA,JAIBA,3390
2011,SINALOA,JAIBA,3891
2012,MICHOACAN,JAIBA,4092
2011,DF,JAIBA,5226
2013,SINALOA,JAIBA,7526
2011,VERACRUZ,JAIBA,8546.65
2009,SONORA,JAIBA,8713
2011,JALISCO,JAIBA,9878
2012,VERACRUZ,JAIBA,11216.4
2013,YUCATAN,JAIBA,11707
2013,CHIHUAHUA,JAIBA,12000
2013,CAMPECHE,JAIBA,14016
2011,SONORA,JAIBA,22753
2013,SONORA,JAIBA,26851
2012,SONORA,JAIBA,27675
2013,COLIMA,JAIBA,32700
2013,OAXACA,JAIBA,34300
2013,AGUASCALENTES,JUREL,0
2013,BAJA CALIFORNIA,JUREL,0
2013,CAMPECHE,JUREL,0
2013,CHIHUAHUA,JUREL,0
2013,COAHUILA,JUREL,0
2013,DURANGO,JUREL,0
2013,GUANAJUATO,JUREL,0
2013,GUERRERO,JUREL,0
2013,HIDALGO,JUREL,0
2013,JALISCO,JUREL,0
2013,MORELOS,JUREL,0
2013,NAYARIT,JUREL,0
2013,NUEVO LEON,JUREL,0
2013,OAXACA,JUREL,0
2013,PUEBLA,JUREL,0
2013,QUERETARO,JUREL,0
2013,QUINTANA ROO,JUREL,0
2013,SAN LUIS POTOSI,JUREL,0
2013,SINALOA,JUREL,0
2013,SONORA,JUREL,0
2013,TABASCO,JUREL,0
2013,TAMAUUPAS,JUREL,0
2013,ZACATECAS,JUREL,0
2013,VERACRUZ,JUREL,30
2013,COLIMA,JUREL,35
2013,TLAXCALA,JUREL,55
2013,MICHOACAN,JUREL,60
2013,ESTADO DE MEXICO,JUREL,92
2013,CHIAPAS,JUREL,200
2013,BAJA CALIFORNIA SUR,JUREL,1050
2013,DF,JUREL,2200
2013,YUCATAN,JUREL,2598.5
2009,AGUASCAUENTES,LANGOSTA,0
2009,CAMPECHE,LANGOSTA,0
2009,CHIAPAS,LANGOSTA,0
2009,COAHUILA,LANGOSTA,0
2009,DURANGO,LANGOSTA,0
2009,ESTADO DE MEXICO,LANGOSTA,0
2009,GUANAJUATO,LANGOSTA,0
2009,HIDALGO,LANGOSTA,0
2009,MORELOS,LANGOSTA,0
2009,NAYARIT,LANGOSTA,0
2009,NUEVO LEON,LANGOSTA,0
2009,QUERETARO,LANGOSTA,0
2009,SINALOA,LANGOSTA,0
2009,TABASCO,LANGOSTA,0
2009,TLAXCALA,LANGOSTA,0
2009,VERACRUZ,LANGOSTA,0
2010,CAMPECHE,LANGOSTA,0
2010,CHIAPAS,LANGOSTA,0
2010,COAHUILA,LANGOSTA,0
2010,DURANGO,LANGOSTA,0
2010,ESTADO DE MEXICO,LANGOSTA,0
2010,GUANAJUATO,LANGOSTA,0
2010,GUERRERO,LANGOSTA,0
2010,HIDALGO,LANGOSTA,0
2010,JALISCO,LANGOSTA,0
2010,MORELOS,LANGOSTA,0
2010,NAYARIT,LANGOSTA,0
2010,NUEVO LEON,LANGOSTA,0
2010,QUERETARO,LANGOSTA,0
2010,SAN LUIS POTOSI,LANGOSTA,0
2010,SINALOA,LANGOSTA,0
2010,TABASCO,LANGOSTA,0
2010,TAMAUUPAS,LANGOSTA,0
2010,TLAXCALA,LANGOSTA,0
2010,VERACRUZ,LANGOSTA,0
2010,ZACATECAS,LANGOSTA,0
2011,AGUASCALENTES,LANGOSTA,0
2011,CAMPECHE,LANGOSTA,0
2011,CHIAPAS,LANGOSTA,0
2011,CHIHUAHUA,LANGOSTA,0
2011,COAHUILA,LANGOSTA,0
2011,COLIMA,LANGOSTA,0
2011,DURANGO,LANGOSTA,0
2011,ESTADO DE MEXICO,LANGOSTA,0
2011,GUANAJUATO,LANGOSTA,0
2011,HIDALGO,LANGOSTA,0
2011,MORELOS,LANGOSTA,0
2011,NAYARIT,LANGOSTA,0
2011,NUEVO LEON,LANGOSTA,0
2011,OAXACA,LANGOSTA,0
2011,QUERETARO,LANGOSTA,0
2011,SAN LUIS POTOSI,LANGOSTA,0
2011,TABASCO,LANGOSTA,0
2011,TAMAUUPAS,LANGOSTA,0
2011,TLAXCALA,LANGOSTA,0
2011,ZACATECAS,LANGOSTA,0
