Componente,Año,Estado,Municipio,Localidad,Registradas,Apoyadas
Embarcación,2015,Jalisco,Cabo Corrientes,Pizota,1,0
Hielera,2015,Jalisco,Cabo Corrientes,Pizota,0,0
Sistema,2015,Jalisco,Cabo Corrientes,Pizota,1,0
Motor,2015,Jalisco,Cabo Corrientes,Quimixto,1,0
Embarcación,2015,Jalisco,Cabo Corrientes,Quimixto,0,0
Hielera,2015,Jalisco,Cabo Corrientes,Quimixto,0,0
Sistema,2015,Jalisco,Cabo Corrientes,Quimixto,1,0
Motor,2015,Jalisco,Cabo Corrientes,Tehuamixtle (Tehualmixtle),2,1
Embarcación,2015,Jalisco,Cabo Corrientes,Tehuamixtle (Tehualmixtle),4,1
Hielera,2015,Jalisco,Cabo Corrientes,Tehuamixtle (Tehualmixtle),0,0
Sistema,2015,Jalisco,Cabo Corrientes,Tehuamixtle (Tehualmixtle),6,0
Motor,2015,Jalisco,Cabo Corrientes,Yelapa,0,0
Embarcación,2015,Jalisco,Cabo Corrientes,Yelapa,3,1
Hielera,2015,Jalisco,Cabo Corrientes,Yelapa,0,0
Sistema,2015,Jalisco,Cabo Corrientes,Yelapa,3,0
Motor,2015,Jalisco,Casimiro Castillo,Piedra Pesada,1,0
Embarcación,2015,Jalisco,Casimiro Castillo,Piedra Pesada,1,0
Hielera,2015,Jalisco,Casimiro Castillo,Piedra Pesada,1,0
Sistema,2015,Jalisco,Casimiro Castillo,Piedra Pesada,1,0
Motor,2015,Jalisco,Chapala,Ajijic,6,0
Embarcación,2015,Jalisco,Chapala,Ajijic,12,1
Hielera,2015,Jalisco,Chapala,Ajijic,12,0
Sistema,2015,Jalisco,Chapala,Ajijic,12,0
Motor,2015,Jalisco,Chapala,Chapala,57,16
Embarcación,2015,Jalisco,Chapala,Chapala,55,6
Hielera,2015,Jalisco,Chapala,Chapala,19,0
Sistema,2015,Jalisco,Chapala,Chapala,81,0
Motor,2015,Jalisco,Chapala,El Tecolote,1,1
Embarcación,2015,Jalisco,Chapala,El Tecolote,2,0
Hielera,2015,Jalisco,Chapala,El Tecolote,0,0
Sistema,2015,Jalisco,Chapala,El Tecolote,2,0
Motor,2015,Jalisco,Chapala,San Antonio Tlayacapan,1,0
Embarcación,2015,Jalisco,Chapala,San Antonio Tlayacapan,2,0
Hielera,2015,Jalisco,Chapala,San Antonio Tlayacapan,0,0
Sistema,2015,Jalisco,Chapala,San Antonio Tlayacapan,3,0
Motor,2015,Jalisco,Chapala,San Nicolás de Ibarra,1,0
Embarcación,2015,Jalisco,Chapala,San Nicolás de Ibarra,1,0
Hielera,2015,Jalisco,Chapala,San Nicolás de Ibarra,1,0
Sistema,2015,Jalisco,Chapala,San Nicolás de Ibarra,2,0
Motor,2015,Jalisco,Chapala,Santa Cruz de la Soledad,1,0
Embarcación,2015,Jalisco,Chapala,Santa Cruz de la Soledad,6,1
Hielera,2015,Jalisco,Chapala,Santa Cruz de la Soledad,6,0
Sistema,2015,Jalisco,Chapala,Santa Cruz de la Soledad,7,0
Motor,2015,Jalisco,Cíhuatlán,Barra de Navidad,15,0
Embarcación,2015,Jalisco,Cíhuatlán,Barra de Navidad,12,2
Hielera,2015,Jalisco,Cíhuatlán,Barra de Navidad,12,0
Sistema,2015,Jalisco,Cíhuatlán,Barra de Navidad,21,0
Motor,2015,Jalisco,Cíhuatlán,Cihuatlán,2,0
Embarcación,2015,Jalisco,Cíhuatlán,Cihuatlán,3,1
Hielera,2015,Jalisco,Cíhuatlán,Cihuatlán,4,0
Sistema,2015,Jalisco,Cíhuatlán,Cihuatlán,3,0
Motor,2015,Jalisco,Cíhuatlán,Colonia Pinal Villa,0,0
Embarcación,2015,Jalisco,Cíhuatlán,Colonia Pinal Villa,0,0
Hielera,2015,Jalisco,Cíhuatlán,Colonia Pinal Villa,1,0
Sistema,2015,Jalisco,Cíhuatlán,Colonia Pinal Villa,1,0
Motor,2015,Jalisco,Cíhuatlán,Jaluco,2,0
Embarcación,2015,Jalisco,Cíhuatlán,Jaluco,2,0
Hielera,2015,Jalisco,Cíhuatlán,Jaluco,0,0
Sistema,2015,Jalisco,Cíhuatlán,Jaluco,2,0
Motor,2015,Jalisco,Cíhuatlán,San Patricio (Melaque),13,1
Embarcación,2015,Jalisco,Cíhuatlán,San Patricio (Melaque),7,3
Hielera,2015,Jalisco,Cíhuatlán,San Patricio (Melaque),8,0
Sistema,2015,Jalisco,Cíhuatlán,San Patricio (Melaque),20,0
Motor,2015,Jalisco,Degollado,Huáscato,0,0
Embarcación,2015,Jalisco,Degollado,Huáscato,4,0
Hielera,2015,Jalisco,Degollado,Huáscato,0,0
Sistema,2015,Jalisco,Degollado,Huáscato,0,0
Motor,2015,Jalisco,Ejutla,El Cuastecumate,1,1
Embarcación,2015,Jalisco,Ejutla,El Cuastecumate,0,0
Hielera,2015,Jalisco,Ejutla,El Cuastecumate,0,0
Sistema,2015,Jalisco,Ejutla,El Cuastecumate,1,0
Motor,2015,Jalisco,Ejutla,La Labor,2,1
Embarcación,2015,Jalisco,Ejutla,La Labor,0,0
Hielera,2015,Jalisco,Ejutla,La Labor,0,0
Sistema,2015,Jalisco,Ejutla,La Labor,2,0
Motor,2015,Jalisco,El Grullo.,El Grullo,1,1
Embarcación,2015,Jalisco,El Grullo.,El Grullo,0,0
Hielera,2015,Jalisco,El Grullo.,El Grullo,0,0
Sistema,2015,Jalisco,El Grullo.,El Grullo,1,0
Motor,2015,Jalisco,El Limón.,El Limón,1,1
Embarcación,2015,Jalisco,El Limón.,El Limón,0,0
Hielera,2015,Jalisco,El Limón.,El Limón,0,0
Sistema,2015,Jalisco,El Limón.,El Limón,1,0
Motor,2015,Jalisco,El Limón.,El Palmar de San Antonio,1,1
Embarcación,2015,Jalisco,El Limón.,El Palmar de San Antonio,0,0
Hielera,2015,Jalisco,El Limón.,El Palmar de San Antonio,0,0
Sistema,2015,Jalisco,El Limón.,El Palmar de San Antonio,1,0
Motor,2015,Jalisco,El Limón.,San Miguel Hidalgo,7,4
Embarcación,2015,Jalisco,El Limón.,San Miguel Hidalgo,0,0
Hielera,2015,Jalisco,El Limón.,San Miguel Hidalgo,0,0
Sistema,2015,Jalisco,El Limón.,San Miguel Hidalgo,7,0
Motor,2015,Jalisco,Hostotipaquillo,La Victoria,3,1
Embarcación,2015,Jalisco,Hostotipaquillo,La Victoria,0,0
Hielera,2015,Jalisco,Hostotipaquillo,La Victoria,0,0
Sistema,2015,Jalisco,Hostotipaquillo,La Victoria,3,0
Motor,2015,Jalisco,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,0,0
Embarcación,2015,Jalisco,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,1,0
Hielera,2015,Jalisco,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,0,0
Sistema,2015,Jalisco,Ixtlahuacán de los Membrillos,Ixtlahuacán de los Membrillos,1,0
Motor,2015,Jalisco,Jamay,Jamay,26,5
Embarcación,2015,Jalisco,Jamay,Jamay,14,3
Hielera,2015,Jalisco,Jamay,Jamay,6,0
Sistema,2015,Jalisco,Jamay,Jamay,34,0
Motor,2015,Jalisco,Jocotepec,Chantepec (El Chante),1,0
Embarcación,2015,Jalisco,Jocotepec,Chantepec (El Chante),1,0
Hielera,2015,Jalisco,Jocotepec,Chantepec (El Chante),1,0
Sistema,2015,Jalisco,Jocotepec,Chantepec (El Chante),1,0
Motor,2015,Jalisco,Jocotepec,Jocotepec,0,0
Embarcación,2015,Jalisco,Jocotepec,Jocotepec,9,0
Hielera,2015,Jalisco,Jocotepec,Jocotepec,9,0
Sistema,2015,Jalisco,Jocotepec,Jocotepec,9,0
Motor,2015,Jalisco,Jocotepec,Jocotepec,0,0
Embarcación,2015,Jalisco,Jocotepec,Jocotepec,5,3
Hielera,2015,Jalisco,Jocotepec,Jocotepec,5,0
Sistema,2015,Jalisco,Jocotepec,Jocotepec,5,0
Motor,2015,Jalisco,Jocotepec,San Cristóbal Zapotitlán,0,0
Embarcación,2015,Jalisco,Jocotepec,San Cristóbal Zapotitlán,1,1
Hielera,2015,Jalisco,Jocotepec,San Cristóbal Zapotitlán,0,0
Sistema,2015,Jalisco,Jocotepec,San Cristóbal Zapotitlán,1,0
Motor,2015,Jalisco,Jocotepec,San Juan Cosalá,8,1
Embarcación,2015,Jalisco,Jocotepec,San Juan Cosalá,1,0
Hielera,2015,Jalisco,Jocotepec,San Juan Cosalá,0,0
Sistema,2015,Jalisco,Jocotepec,San Juan Cosalá,8,0
Motor,2015,Jalisco,Jocotepec,San Pedro Tesistán,3,1
Embarcación,2015,Jalisco,Jocotepec,San Pedro Tesistán,5,0
Hielera,2015,Jalisco,Jocotepec,San Pedro Tesistán,5,0
Sistema,2015,Jalisco,Jocotepec,San Pedro Tesistán,8,0
Motor,2015,Jalisco,La Huerta.,Agua Caliente Nueva,1,0
Embarcación,2015,Jalisco,La Huerta.,Agua Caliente Nueva,0,0
Hielera,2015,Jalisco,La Huerta.,Agua Caliente Nueva,0,0
Sistema,2015,Jalisco,La Huerta.,Agua Caliente Nueva,1,0
Motor,2015,Jalisco,La Huerta.,Chamela,1,0
Embarcación,2015,Jalisco,La Huerta.,Chamela,5,0
Hielera,2015,Jalisco,La Huerta.,Chamela,0,0
Sistema,2015,Jalisco,La Huerta.,Chamela,6,0
Motor,2015,Jalisco,La Huerta.,El Rebalsito de Apazulco,8,1
Embarcación,2015,Jalisco,La Huerta.,El Rebalsito de Apazulco,4,0
Hielera,2015,Jalisco,La Huerta.,El Rebalsito de Apazulco,8,0
Sistema,2015,Jalisco,La Huerta.,El Rebalsito de Apazulco,8,0
Motor,2015,Jalisco,La Huerta.,Emiliano Zapata,3,1
Embarcación,2015,Jalisco,La Huerta.,Emiliano Zapata,1,0
Hielera,2015,Jalisco,La Huerta.,Emiliano Zapata,0,0
Sistema,2015,Jalisco,La Huerta.,Emiliano Zapata,3,0
Motor,2015,Jalisco,La Huerta.,Francisco Villa,3,0
Embarcación,2015,Jalisco,La Huerta.,Francisco Villa,2,1
Hielera,2015,Jalisco,La Huerta.,Francisco Villa,1,0
Sistema,2015,Jalisco,La Huerta.,Francisco Villa,4,0
Motor,2015,Jalisco,La Huerta.,La Manzanilla,0,0
Embarcación,2015,Jalisco,La Huerta.,La Manzanilla,1,1
Hielera,2015,Jalisco,La Huerta.,La Manzanilla,0,0
Sistema,2015,Jalisco,La Huerta.,La Manzanilla,1,0
Motor,2015,Jalisco,La Huerta.,Pérula,15,2
Embarcación,2015,Jalisco,La Huerta.,Pérula,28,6
Hielera,2015,Jalisco,La Huerta.,Pérula,7,0
Sistema,2015,Jalisco,La Huerta.,Pérula,35,0
Motor,2015,Jalisco,La Huerta.,San Mateo,2,0
Embarcación,2015,Jalisco,La Huerta.,San Mateo,2,0
Hielera,2015,Jalisco,La Huerta.,San Mateo,1,0
Sistema,2015,Jalisco,La Huerta.,San Mateo,3,0
Motor,2015,Jalisco,Ocotlán,Ocotlán,40,10
Embarcación,2015,Jalisco,Ocotlán,Ocotlán,39,6
Hielera,2015,Jalisco,Ocotlán,Ocotlán,8,0
Sistema,2015,Jalisco,Ocotlán,Ocotlán,72,0
Motor,2015,Jalisco,Poncitlán,Agua Caliente,9,1
Embarcación,2015,Jalisco,Poncitlán,Agua Caliente,9,2
Hielera,2015,Jalisco,Poncitlán,Agua Caliente,9,0
Sistema,2015,Jalisco,Poncitlán,Agua Caliente,17,0
Motor,2015,Jalisco,Poncitlán,Chalpicote,9,2
Embarcación,2015,Jalisco,Poncitlán,Chalpicote,3,0
Hielera,2015,Jalisco,Poncitlán,Chalpicote,3,0
Sistema,2015,Jalisco,Poncitlán,Chalpicote,11,0
Motor,2015,Jalisco,Poncitlán,Cuesta de Mezcala,2,1
Embarcación,2015,Jalisco,Poncitlán,Cuesta de Mezcala,0,0
Hielera,2015,Jalisco,Poncitlán,Cuesta de Mezcala,0,0
Sistema,2015,Jalisco,Poncitlán,Cuesta de Mezcala,2,0
Motor,2015,Jalisco,Poncitlán,Cuitzeo (La Estancia),0,0
Embarcación,2015,Jalisco,Poncitlán,Cuitzeo (La Estancia),1,0
Hielera,2015,Jalisco,Poncitlán,Cuitzeo (La Estancia),0,0
Sistema,2015,Jalisco,Poncitlán,Cuitzeo (La Estancia),1,0
